y_test,y_pred,date,day_of_week_char
290576.636,304520.53,2023-11-25,Sa
313250.073,333986.72,2023-11-26,Su
338293.901,355291.4,2023-11-27,Mo
377420.877,376187.72,2023-11-28,Tu
395673.261,409043.4,2023-11-29,We
392004.19,405956.22,2023-11-30,Th
379180.487,394446.22,2023-12-01,Fr
366708.24,372366.16,2023-12-02,Sa
370272.783,400454.38,2023-12-03,Su
433817.482,441581.28,2023-12-04,Mo
419237.392,442153.03,2023-12-05,Tu
405861.207,421107.62,2023-12-06,We
396702.119,425510.12,2023-12-07,Th
365010.837,397703.78,2023-12-08,Fr
326781.975,349330.88,2023-12-09,Sa
318931.461,316421.28,2023-12-10,Su
323981.903,330612.9,2023-12-11,Mo
329533.191,323901.5,2023-12-12,Tu
323922.763,338459.22,2023-12-13,We
326937.781,340275.5,2023-12-14,Th
306619.553,345807.28,2023-12-15,Fr
274208.809,290453.4,2023-12-16,Sa
283194.081,290887.7,2023-12-17,Su
310072.445,314058.8,2023-12-18,Mo
302823.456,315483.75,2023-12-19,Tu
301953.574,318363.88,2023-12-20,We
287336.384,304311.16,2023-12-21,Th
288377.652,301701.47,2023-12-22,Fr
276478.893,280325.78,2023-12-23,Sa
237292.998,245760.19,2023-12-24,Su
213031.878,213681.81,2023-12-25,Mo
220299.037,233849.97,2023-12-26,Tu
244351.972,246616.4,2023-12-27,We
245754.337,237822.17,2023-12-28,Th
229965.275,225165.66,2023-12-29,Fr
225938.941,223649.1,2023-12-30,Sa
244595.789,243360.53,2023-12-31,Su
255349.674,268503.03,2024-01-01,Mo
296559.94,289173.0,2024-01-02,Tu
273834.61,275342.75,2024-01-03,We
299354.333,289710.66,2024-01-04,Th
311725.444,304327.72,2024-01-05,Fr
279093.091,301176.0,2024-01-06,Sa
357026.634,353560.12,2024-01-07,Su
475666.565,456206.2,2024-01-08,Mo
500724.043,521674.06,2024-01-09,Tu
491002.924,522215.62,2024-01-10,We
474758.022,485278.78,2024-01-11,Th
427178.007,469034.0,2024-01-12,Fr
364585.664,397171.72,2024-01-13,Sa
