y_test,y_pred,date,day_of_week_char
290576.636,309839.56,2023-11-25,Sa
313250.073,330850.72,2023-11-26,Su
338293.901,358708.66,2023-11-27,Mo
377420.877,376113.38,2023-11-28,Tu
395673.261,408869.0,2023-11-29,We
392004.19,405377.75,2023-11-30,Th
379180.487,393035.4,2023-12-01,Fr
366708.24,380065.7,2023-12-02,Sa
370272.783,410067.12,2023-12-03,Su
433817.482,445944.2,2023-12-04,Mo
419237.392,441889.4,2023-12-05,Tu
405861.207,423574.25,2023-12-06,We
396702.119,427596.25,2023-12-07,Th
365010.837,396227.4,2023-12-08,Fr
326781.975,345912.84,2023-12-09,Sa
318931.461,313329.53,2023-12-10,Su
323981.903,329448.06,2023-12-11,Mo
329533.191,328363.53,2023-12-12,Tu
323922.763,339200.75,2023-12-13,We
326937.781,337194.62,2023-12-14,Th
306619.553,343409.5,2023-12-15,Fr
274208.809,292414.3,2023-12-16,Sa
283194.081,284531.5,2023-12-17,Su
310072.445,313684.53,2023-12-18,Mo
302823.456,319479.94,2023-12-19,Tu
301953.574,317781.8,2023-12-20,We
287336.384,299383.06,2023-12-21,Th
288377.652,309938.3,2023-12-22,Fr
276478.893,285734.8,2023-12-23,Sa
237292.998,249184.84,2023-12-24,Su
213031.878,218602.89,2023-12-25,Mo
220299.037,233308.81,2023-12-26,Tu
244351.972,249437.03,2023-12-27,We
245754.337,239804.19,2023-12-28,Th
229965.275,230733.12,2023-12-29,Fr
225938.941,226219.84,2023-12-30,Sa
244595.789,246768.38,2023-12-31,Su
255349.674,266399.62,2024-01-01,Mo
296559.94,282151.34,2024-01-02,Tu
273834.61,277839.34,2024-01-03,We
299354.333,290164.06,2024-01-04,Th
311725.444,302003.97,2024-01-05,Fr
279093.091,302729.1,2024-01-06,Sa
357026.634,352142.25,2024-01-07,Su
475666.565,453858.84,2024-01-08,Mo
500724.043,518141.78,2024-01-09,Tu
491002.924,516991.16,2024-01-10,We
474758.022,491940.7,2024-01-11,Th
427178.007,471721.84,2024-01-12,Fr
364585.664,393166.72,2024-01-13,Sa
363723.657,387401.66,2024-01-14,Su
400515.29,421253.22,2024-01-15,Mo
425198.019,428603.3,2024-01-16,Tu
426455.543,429222.38,2024-01-17,We
409311.994,431698.9,2024-01-18,Th
413869.886,434262.06,2024-01-19,Fr
370963.623,390038.12,2024-01-20,Sa
382681.395,393945.16,2024-01-21,Su
406712.419,403104.47,2024-01-22,Mo
355083.632,390756.22,2024-01-23,Tu
316968.892,330929.47,2024-01-24,We
334392.472,334613.6,2024-01-25,Th
306113.136,320991.88,2024-01-26,Fr
292608.318,302571.84,2024-01-27,Sa
314237.608,315489.53,2024-01-28,Su
375693.801,361927.66,2024-01-29,Mo
374908.697,379058.72,2024-01-30,Tu
373180.647,367172.3,2024-01-31,We
355267.213,364706.88,2024-02-01,Th
308676.266,334847.94,2024-02-02,Fr
255210.764,263980.34,2024-02-03,Sa
253599.105,261134.45,2024-02-04,Su
267112.145,287578.62,2024-02-05,Mo
276911.095,286388.25,2024-02-06,Tu
313731.446,304672.75,2024-02-07,We
318511.931,301550.0,2024-02-08,Th
249770.77,277660.75,2024-02-09,Fr
210919.688,211481.7,2024-02-10,Sa
232651.324,238962.6,2024-02-11,Su
260781.673,280589.66,2024-02-12,Mo
283555.605,290073.66,2024-02-13,Tu
279676.645,276117.5,2024-02-14,We
257527.092,272238.4,2024-02-15,Th
236255.27,237358.39,2024-02-16,Fr
220343.186,228397.4,2024-02-17,Sa
229464.014,234473.92,2024-02-18,Su
265470.303,280364.2,2024-02-19,Mo
265866.359,277134.4,2024-02-20,Tu
263094.466,273627.53,2024-02-21,We
261250.23,265331.88,2024-02-22,Th
258624.102,260207.5,2024-02-23,Fr
231394.538,239205.05,2024-02-24,Sa
250480.727,253443.77,2024-02-25,Su
273896.773,296590.25,2024-02-26,Mo
273665.707,268448.38,2024-02-27,Tu
276552.811,291737.8,2024-02-28,We
266621.02,272667.7,2024-02-29,Th
255892.825,244372.98,2024-03-01,Fr
206156.757,228571.75,2024-03-02,Sa
213381.668,224373.36,2024-03-03,Su
227799.58,245483.31,2024-03-04,Mo
261200.001,269593.22,2024-03-05,Tu
270183.556,274862.25,2024-03-06,We
300231.891,307722.0,2024-03-07,Th
276131.962,289436.72,2024-03-08,Fr
236713.702,244456.0,2024-03-09,Sa
222447.451,224767.25,2024-03-10,Su
228086.577,253330.34,2024-03-11,Mo
263202.151,263301.5,2024-03-12,Tu
258514.206,251102.69,2024-03-13,We
243609.571,253077.58,2024-03-14,Th
198723.383,215626.5,2024-03-15,Fr
185147.491,197768.38,2024-03-16,Sa
217506.219,228693.39,2024-03-17,Su
293378.765,267912.25,2024-03-18,Mo
288283.334,314940.47,2024-03-19,Tu
267849.385,280324.6,2024-03-20,We
228557.891,247020.22,2024-03-21,Th
211967.929,217932.3,2024-03-22,Fr
191975.085,208280.61,2024-03-23,Sa
227040.032,235188.25,2024-03-24,Su
278478.032,270809.56,2024-03-25,Mo
232768.751,251325.25,2024-03-26,Tu
213601.159,212692.27,2024-03-27,We
203537.495,239101.7,2024-03-28,Th
160085.53,170360.72,2024-03-29,Fr
