y_test,y_pred,date,day_of_week_char
290576.636,307642.62,2023-11-25,Sa
313250.073,332244.84,2023-11-26,Su
338293.901,357303.72,2023-11-27,Mo
377420.877,373583.25,2023-11-28,Tu
395673.261,402690.56,2023-11-29,We
392004.19,405696.16,2023-11-30,Th
379180.487,397014.22,2023-12-01,Fr
366708.24,369507.6,2023-12-02,Sa
370272.783,400276.4,2023-12-03,Su
433817.482,438796.72,2023-12-04,Mo
419237.392,441613.16,2023-12-05,Tu
405861.207,421170.97,2023-12-06,We
396702.119,425190.12,2023-12-07,Th
365010.837,396229.44,2023-12-08,Fr
326781.975,348661.9,2023-12-09,Sa
318931.461,312202.6,2023-12-10,Su
323981.903,327779.97,2023-12-11,Mo
329533.191,321210.8,2023-12-12,Tu
323922.763,339687.9,2023-12-13,We
326937.781,336114.56,2023-12-14,Th
306619.553,343746.25,2023-12-15,Fr
274208.809,294982.22,2023-12-16,Sa
283194.081,288405.16,2023-12-17,Su
310072.445,323760.34,2023-12-18,Mo
302823.456,316654.16,2023-12-19,Tu
301953.574,319166.3,2023-12-20,We
287336.384,307680.25,2023-12-21,Th
288377.652,306095.84,2023-12-22,Fr
276478.893,289577.1,2023-12-23,Sa
237292.998,245864.08,2023-12-24,Su
213031.878,215925.12,2023-12-25,Mo
220299.037,231527.03,2023-12-26,Tu
244351.972,246915.36,2023-12-27,We
245754.337,239859.47,2023-12-28,Th
229965.275,225279.2,2023-12-29,Fr
225938.941,224518.81,2023-12-30,Sa
244595.789,247309.56,2023-12-31,Su
255349.674,270221.88,2024-01-01,Mo
296559.94,282933.34,2024-01-02,Tu
273834.61,274628.47,2024-01-03,We
299354.333,291706.3,2024-01-04,Th
311725.444,302372.62,2024-01-05,Fr
279093.091,306269.8,2024-01-06,Sa
357026.634,349891.94,2024-01-07,Su
475666.565,457956.5,2024-01-08,Mo
500724.043,520120.16,2024-01-09,Tu
491002.924,517539.84,2024-01-10,We
474758.022,489138.2,2024-01-11,Th
427178.007,463786.3,2024-01-12,Fr
364585.664,392181.62,2024-01-13,Sa
363723.657,390387.7,2024-01-14,Su
400515.29,421253.9,2024-01-15,Mo
425198.019,428652.8,2024-01-16,Tu
426455.543,427933.2,2024-01-17,We
409311.994,432800.62,2024-01-18,Th
413869.886,436514.0,2024-01-19,Fr
370963.623,390491.34,2024-01-20,Sa
382681.395,394131.1,2024-01-21,Su
406712.419,404163.9,2024-01-22,Mo
355083.632,395166.38,2024-01-23,Tu
316968.892,328813.97,2024-01-24,We
334392.472,337102.6,2024-01-25,Th
306113.136,322919.88,2024-01-26,Fr
292608.318,300720.4,2024-01-27,Sa
314237.608,312263.62,2024-01-28,Su
375693.801,360209.56,2024-01-29,Mo
374908.697,378836.12,2024-01-30,Tu
373180.647,368512.06,2024-01-31,We
355267.213,365196.44,2024-02-01,Th
308676.266,334005.97,2024-02-02,Fr
255210.764,263683.2,2024-02-03,Sa
253599.105,261632.6,2024-02-04,Su
267112.145,291572.0,2024-02-05,Mo
276911.095,288635.4,2024-02-06,Tu
313731.446,304047.2,2024-02-07,We
318511.931,305956.72,2024-02-08,Th
249770.77,281228.44,2024-02-09,Fr
210919.688,209465.11,2024-02-10,Sa
232651.324,243438.69,2024-02-11,Su
260781.673,279388.22,2024-02-12,Mo
283555.605,286308.0,2024-02-13,Tu
279676.645,279734.84,2024-02-14,We
257527.092,269573.28,2024-02-15,Th
236255.27,238176.7,2024-02-16,Fr
220343.186,223484.25,2024-02-17,Sa
229464.014,235922.08,2024-02-18,Su
265470.303,282864.78,2024-02-19,Mo
265866.359,277564.94,2024-02-20,Tu
263094.466,271846.38,2024-02-21,We
261250.23,262276.06,2024-02-22,Th
258624.102,262901.97,2024-02-23,Fr
231394.538,242367.16,2024-02-24,Sa
250480.727,249801.31,2024-02-25,Su
273896.773,298468.97,2024-02-26,Mo
273665.707,268053.66,2024-02-27,Tu
276552.811,290685.66,2024-02-28,We
266621.02,271727.12,2024-02-29,Th
255892.825,243631.98,2024-03-01,Fr
206156.757,228341.31,2024-03-02,Sa
213381.668,227964.48,2024-03-03,Su
227799.58,248671.94,2024-03-04,Mo
261200.001,268413.94,2024-03-05,Tu
270183.556,278145.22,2024-03-06,We
300231.891,303502.44,2024-03-07,Th
276131.962,289164.8,2024-03-08,Fr
236713.702,247118.06,2024-03-09,Sa
222447.451,224471.16,2024-03-10,Su
228086.577,253061.92,2024-03-11,Mo
263202.151,262836.6,2024-03-12,Tu
258514.206,256552.36,2024-03-13,We
243609.571,254367.86,2024-03-14,Th
198723.383,213926.42,2024-03-15,Fr
185147.491,201137.75,2024-03-16,Sa
217506.219,227310.78,2024-03-17,Su
293378.765,269658.66,2024-03-18,Mo
288283.334,315107.75,2024-03-19,Tu
267849.385,276269.16,2024-03-20,We
228557.891,247424.88,2024-03-21,Th
211967.929,211736.05,2024-03-22,Fr
191975.085,206241.31,2024-03-23,Sa
227040.032,236658.7,2024-03-24,Su
278478.032,270823.2,2024-03-25,Mo
232768.751,247925.14,2024-03-26,Tu
213601.159,216861.55,2024-03-27,We
203537.495,243339.84,2024-03-28,Th
160085.53,168909.88,2024-03-29,Fr
127506.085,121571.68,2024-03-30,Sa
122344.968,128802.836,2024-03-31,Su
142687.252,142807.8,2024-04-01,Mo
187597.198,167140.78,2024-04-02,Tu
195313.963,189288.2,2024-04-03,We
175038.406,192746.1,2024-04-04,Th
145212.257,155172.08,2024-04-05,Fr
107138.776,111821.41,2024-04-06,Sa
110431.913,101547.63,2024-04-07,Su
131672.831,136048.88,2024-04-08,Mo
117185.662,133410.1,2024-04-09,Tu
158517.396,153975.83,2024-04-10,We
153348.407,150243.34,2024-04-11,Th
133688.874,137846.61,2024-04-12,Fr
98784.2,101748.89,2024-04-13,Sa
112129.441,106836.21,2024-04-14,Su
150107.542,155258.77,2024-04-15,Mo
189826.205,189382.5,2024-04-16,Tu
214472.916,236565.47,2024-04-17,We
224500.123,235248.86,2024-04-18,Th
213941.04,227122.78,2024-04-19,Fr
204001.372,224091.61,2024-04-20,Sa
223211.407,231327.5,2024-04-21,Su
275791.64,271424.72,2024-04-22,Mo
265744.265,281675.03,2024-04-23,Tu
264176.26,287293.94,2024-04-24,We
250342.148,272813.56,2024-04-25,Th
202236.756,214201.34,2024-04-26,Fr
133918.293,154592.38,2024-04-27,Sa
124356.255,124972.42,2024-04-28,Su
139134.675,141816.83,2024-04-29,Mo
119816.814,135759.3,2024-04-30,Tu
102063.332,115928.8,2024-05-01,We
110804.644,116366.875,2024-05-02,Th
113309.657,113136.805,2024-05-03,Fr
93828.262,91723.79,2024-05-04,Sa
99076.675,97087.37,2024-05-05,Su
124237.642,132479.44,2024-05-06,Mo
146852.905,148452.28,2024-05-07,Tu
138242.389,151411.47,2024-05-08,We
131993.284,138616.06,2024-05-09,Th
121966.047,121827.695,2024-05-10,Fr
93746.348,101193.37,2024-05-11,Sa
98565.05,99999.24,2024-05-12,Su
113825.729,128383.67,2024-05-13,Mo
112015.691,118048.44,2024-05-14,Tu
111800.78,123465.664,2024-05-15,We
113071.323,124621.18,2024-05-16,Th
117340.263,114468.39,2024-05-17,Fr
109125.025,92096.56,2024-05-18,Sa
108801.553,108599.83,2024-05-19,Su
123645.728,136168.48,2024-05-20,Mo
117280.355,131617.06,2024-05-21,Tu
123469.265,129558.0,2024-05-22,We
126777.246,123824.74,2024-05-23,Th
119594.556,118106.68,2024-05-24,Fr
99431.846,90387.57,2024-05-25,Sa
92708.87,99602.0,2024-05-26,Su
118396.351,126955.05,2024-05-27,Mo
125404.803,133434.7,2024-05-28,Tu
120239.469,127593.39,2024-05-29,We
119139.934,127323.22,2024-05-30,Th
115611.1,114867.625,2024-05-31,Fr
86847.16,92639.15,2024-06-01,Sa
98704.742,91708.37,2024-06-02,Su
139540.944,133277.7,2024-06-03,Mo
132560.089,145544.58,2024-06-04,Tu
116855.669,126249.945,2024-06-05,We
113428.917,124382.06,2024-06-06,Th
112925.131,110449.02,2024-06-07,Fr
93450.719,86973.34,2024-06-08,Sa
93256.278,97093.75,2024-06-09,Su
118488.124,132062.05,2024-06-10,Mo
111748.63,130005.52,2024-06-11,Tu
126753.882,128939.48,2024-06-12,We
136650.496,127532.89,2024-06-13,Th
109008.315,126192.63,2024-06-14,Fr
81724.528,86220.99,2024-06-15,Sa
88978.141,91214.23,2024-06-16,Su
114266.034,122969.2,2024-06-17,Mo
110437.104,121642.836,2024-06-18,Tu
112937.847,124317.32,2024-06-19,We
131630.597,122508.8,2024-06-20,Th
92019.857,116809.88,2024-06-21,Fr
77848.093,81055.17,2024-06-22,Sa
84753.014,82690.88,2024-06-23,Su
115879.694,108944.414,2024-06-24,Mo
112034.917,121239.01,2024-06-25,Tu
119143.805,121737.484,2024-06-26,We
113745.177,123859.4,2024-06-27,Th
101510.761,108758.484,2024-06-28,Fr
75132.984,80377.28,2024-06-29,Sa
81288.134,88720.6,2024-06-30,Su
97766.326,106529.66,2024-07-01,Mo
101328.35,111433.65,2024-07-02,Tu
102237.468,115963.734,2024-07-03,We
95866.106,107748.97,2024-07-04,Th
79615.235,88080.93,2024-07-05,Fr
71512.45,71359.734,2024-07-06,Sa
80608.186,81857.016,2024-07-07,Su
96269.644,105284.08,2024-07-08,Mo
97697.745,112465.37,2024-07-09,Tu
95586.513,111062.1,2024-07-10,We
95575.734,109729.16,2024-07-11,Th
88757.619,98814.11,2024-07-12,Fr
76369.035,77499.22,2024-07-13,Sa
82000.695,80370.49,2024-07-14,Su
109643.467,109097.664,2024-07-15,Mo
124170.884,119448.29,2024-07-16,Tu
117488.098,127270.33,2024-07-17,We
96311.666,121047.445,2024-07-18,Th
88583.072,98854.586,2024-07-19,Fr
74126.308,72829.89,2024-07-20,Sa
78516.27,82911.54,2024-07-21,Su
106489.888,110681.6,2024-07-22,Mo
113906.0,109298.4,2024-07-23,Tu
109191.423,119273.77,2024-07-24,We
94105.507,118642.57,2024-07-25,Th
95837.649,94376.17,2024-07-26,Fr
79306.664,74510.12,2024-07-27,Sa
77672.249,84040.81,2024-07-28,Su
104969.026,107835.79,2024-07-29,Mo
110170.705,103713.04,2024-07-30,Tu
99540.566,109871.336,2024-07-31,We
100790.554,108427.58,2024-08-01,Th
95520.565,98308.984,2024-08-02,Fr
77918.452,73602.33,2024-08-03,Sa
78304.059,80244.79,2024-08-04,Su
105813.391,105398.73,2024-08-05,Mo
112236.633,107246.74,2024-08-06,Tu
102524.38,115894.05,2024-08-07,We
106855.352,112355.2,2024-08-08,Th
87765.472,95300.03,2024-08-09,Fr
74627.042,72456.04,2024-08-10,Sa
80984.988,80910.22,2024-08-11,Su
107568.69,108932.57,2024-08-12,Mo
121564.035,112619.79,2024-08-13,Tu
109074.147,125372.06,2024-08-14,We
102495.016,117787.195,2024-08-15,Th
96396.254,100388.07,2024-08-16,Fr
77593.401,79557.71,2024-08-17,Sa
76226.527,89264.805,2024-08-18,Su
107194.368,105559.09,2024-08-19,Mo
105880.993,111142.25,2024-08-20,Tu
100561.351,112513.89,2024-08-21,We
95764.556,112990.55,2024-08-22,Th
90261.581,97880.77,2024-08-23,Fr
72680.273,79476.91,2024-08-24,Sa
86686.223,87248.56,2024-08-25,Su
123193.667,118801.2,2024-08-26,Mo
118007.556,122485.805,2024-08-27,Tu
115874.334,124768.27,2024-08-28,We
127384.813,120296.63,2024-08-29,Th
107292.573,114025.35,2024-08-30,Fr
86689.957,85319.04,2024-08-31,Sa
85494.766,91590.45,2024-09-01,Su
117422.765,120911.66,2024-09-02,Mo
125749.499,120336.56,2024-09-03,Tu
120643.793,128318.2,2024-09-04,We
100635.943,124342.68,2024-09-05,Th
105889.875,106464.29,2024-09-06,Fr
87622.445,83461.0,2024-09-07,Sa
91291.576,92423.85,2024-09-08,Su
127876.935,140755.19,2024-09-09,Mo
108179.99,127961.016,2024-09-10,Tu
107425.449,126208.54,2024-09-11,We
127116.066,136055.34,2024-09-12,Th
127498.018,125828.586,2024-09-13,Fr
117662.835,114551.16,2024-09-14,Sa
129232.106,127891.49,2024-09-15,Su
164316.251,161967.78,2024-09-16,Mo
142838.976,159189.73,2024-09-17,Tu
127658.071,139399.75,2024-09-18,We
135875.566,131087.4,2024-09-19,Th
120128.282,130703.05,2024-09-20,Fr
101550.969,99315.125,2024-09-21,Sa
113383.346,109188.05,2024-09-22,Su
139459.798,139085.84,2024-09-23,Mo
133318.063,148978.45,2024-09-24,Tu
125767.735,132117.77,2024-09-25,We
127402.512,126880.8,2024-09-26,Th
134220.993,120306.47,2024-09-27,Fr
120162.178,123948.14,2024-09-28,Sa
141363.482,151210.44,2024-09-29,Su
175831.817,188715.88,2024-09-30,Mo
186798.529,189967.1,2024-10-01,Tu
203017.585,197009.73,2024-10-02,We
201416.8,206924.7,2024-10-03,Th
207305.396,212863.95,2024-10-04,Fr
171522.449,197539.8,2024-10-05,Sa
177729.768,200304.53,2024-10-06,Su
203991.034,206635.53,2024-10-07,Mo
192372.835,189062.97,2024-10-08,Tu
177566.651,185930.1,2024-10-09,We
165295.302,181354.0,2024-10-10,Th
182627.003,196983.9,2024-10-11,Fr
166971.14,178016.4,2024-10-12,Sa
179667.193,188883.67,2024-10-13,Su
222993.784,234414.81,2024-10-14,Mo
228254.902,242342.31,2024-10-15,Tu
215828.374,231819.33,2024-10-16,We
207559.309,219815.02,2024-10-17,Th
185717.627,198270.05,2024-10-18,Fr
167041.234,173325.53,2024-10-19,Sa
178825.221,183747.03,2024-10-20,Su
216222.622,219385.2,2024-10-21,Mo
221348.341,225756.8,2024-10-22,Tu
226716.312,239006.23,2024-10-23,We
216918.574,219149.88,2024-10-24,Th
203137.063,211410.72,2024-10-25,Fr
171769.017,182502.81,2024-10-26,Sa
165290.6,178224.75,2024-10-27,Su
184101.007,199293.31,2024-10-28,Mo
216530.88,199266.81,2024-10-29,Tu
218012.723,224783.88,2024-10-30,We
200640.543,233313.38,2024-10-31,Th
201118.457,203737.38,2024-11-01,Fr
213025.612,206410.03,2024-11-02,Sa
237447.857,232407.8,2024-11-03,Su
302801.993,291340.84,2024-11-04,Mo
304626.73,321725.75,2024-11-05,Tu
313316.693,311522.6,2024-11-06,We
304297.195,317302.28,2024-11-07,Th
296577.739,305081.94,2024-11-08,Fr
267007.647,274748.78,2024-11-09,Sa
297896.826,303966.8,2024-11-10,Su
359013.03,370753.25,2024-11-11,Mo
379653.07,369091.3,2024-11-12,Tu
369510.06,374783.56,2024-11-13,We
347298.446,350995.47,2024-11-14,Th
307179.265,332709.8,2024-11-15,Fr
255629.284,284727.22,2024-11-16,Sa
293519.917,272968.06,2024-11-17,Su
339814.73,349874.0,2024-11-18,Mo
321157.711,325220.47,2024-11-19,Tu
352139.516,355579.47,2024-11-20,We
368178.297,372207.16,2024-11-21,Th
365830.393,379670.5,2024-11-22,Fr
314902.775,347317.5,2024-11-23,Sa
315342.541,311591.3,2024-11-24,Su
334883.775,357298.56,2024-11-25,Mo
