y_test,y_pred,date,day_of_week_char
290576.636,306512.47,2023-11-25,Sa
313250.073,330939.34,2023-11-26,Su
338293.901,356459.16,2023-11-27,Mo
377420.877,381209.47,2023-11-28,Tu
395673.261,411104.88,2023-11-29,We
392004.19,409195.94,2023-11-30,Th
379180.487,398585.8,2023-12-01,Fr
366708.24,378156.0,2023-12-02,Sa
370272.783,403903.28,2023-12-03,Su
433817.482,446521.6,2023-12-04,Mo
419237.392,442567.1,2023-12-05,Tu
405861.207,422144.88,2023-12-06,We
396702.119,424797.72,2023-12-07,Th
365010.837,398696.56,2023-12-08,Fr
326781.975,348178.72,2023-12-09,Sa
318931.461,315790.28,2023-12-10,Su
323981.903,327112.62,2023-12-11,Mo
329533.191,326547.8,2023-12-12,Tu
323922.763,342321.16,2023-12-13,We
326937.781,335347.28,2023-12-14,Th
306619.553,343206.6,2023-12-15,Fr
274208.809,294201.06,2023-12-16,Sa
283194.081,288432.8,2023-12-17,Su
310072.445,314960.8,2023-12-18,Mo
302823.456,317652.34,2023-12-19,Tu
301953.574,316327.2,2023-12-20,We
287336.384,302137.7,2023-12-21,Th
288377.652,304743.62,2023-12-22,Fr
276478.893,284540.5,2023-12-23,Sa
237292.998,250584.55,2023-12-24,Su
213031.878,220467.83,2023-12-25,Mo
220299.037,231909.42,2023-12-26,Tu
244351.972,251664.14,2023-12-27,We
245754.337,238102.22,2023-12-28,Th
229965.275,232935.25,2023-12-29,Fr
225938.941,225107.27,2023-12-30,Sa
244595.789,244716.61,2023-12-31,Su
255349.674,268730.78,2024-01-01,Mo
296559.94,283733.56,2024-01-02,Tu
273834.61,277709.53,2024-01-03,We
299354.333,291293.4,2024-01-04,Th
311725.444,303324.66,2024-01-05,Fr
279093.091,309564.62,2024-01-06,Sa
357026.634,345093.7,2024-01-07,Su
475666.565,456753.8,2024-01-08,Mo
500724.043,515805.16,2024-01-09,Tu
491002.924,516741.56,2024-01-10,We
474758.022,487005.0,2024-01-11,Th
427178.007,472153.0,2024-01-12,Fr
364585.664,393823.78,2024-01-13,Sa
363723.657,387655.38,2024-01-14,Su
400515.29,424069.53,2024-01-15,Mo
425198.019,431577.7,2024-01-16,Tu
426455.543,427723.22,2024-01-17,We
409311.994,433304.7,2024-01-18,Th
413869.886,434257.28,2024-01-19,Fr
370963.623,389813.56,2024-01-20,Sa
382681.395,394386.8,2024-01-21,Su
406712.419,402372.62,2024-01-22,Mo
355083.632,390091.7,2024-01-23,Tu
316968.892,333650.2,2024-01-24,We
334392.472,332184.6,2024-01-25,Th
306113.136,321883.3,2024-01-26,Fr
292608.318,302400.12,2024-01-27,Sa
314237.608,316619.06,2024-01-28,Su
375693.801,364420.78,2024-01-29,Mo
374908.697,380230.44,2024-01-30,Tu
373180.647,366899.0,2024-01-31,We
355267.213,365579.28,2024-02-01,Th
308676.266,335723.62,2024-02-02,Fr
255210.764,262664.47,2024-02-03,Sa
253599.105,259591.44,2024-02-04,Su
267112.145,289937.53,2024-02-05,Mo
276911.095,288743.1,2024-02-06,Tu
313731.446,301995.72,2024-02-07,We
318511.931,307336.34,2024-02-08,Th
249770.77,279889.66,2024-02-09,Fr
210919.688,215331.5,2024-02-10,Sa
232651.324,240968.02,2024-02-11,Su
260781.673,279684.9,2024-02-12,Mo
283555.605,286709.4,2024-02-13,Tu
279676.645,275024.38,2024-02-14,We
257527.092,269323.5,2024-02-15,Th
236255.27,240554.77,2024-02-16,Fr
220343.186,227896.94,2024-02-17,Sa
229464.014,232318.58,2024-02-18,Su
265470.303,279811.7,2024-02-19,Mo
265866.359,275259.25,2024-02-20,Tu
263094.466,271266.06,2024-02-21,We
261250.23,265560.66,2024-02-22,Th
258624.102,261030.52,2024-02-23,Fr
231394.538,237427.83,2024-02-24,Sa
250480.727,250097.92,2024-02-25,Su
273896.773,295903.34,2024-02-26,Mo
273665.707,268536.6,2024-02-27,Tu
276552.811,290312.5,2024-02-28,We
266621.02,271061.22,2024-02-29,Th
255892.825,243374.97,2024-03-01,Fr
206156.757,230422.67,2024-03-02,Sa
213381.668,223282.77,2024-03-03,Su
227799.58,249385.7,2024-03-04,Mo
261200.001,267297.34,2024-03-05,Tu
270183.556,273638.5,2024-03-06,We
300231.891,308475.38,2024-03-07,Th
276131.962,289000.56,2024-03-08,Fr
236713.702,247582.62,2024-03-09,Sa
222447.451,226607.81,2024-03-10,Su
228086.577,250323.03,2024-03-11,Mo
263202.151,261315.75,2024-03-12,Tu
258514.206,253670.97,2024-03-13,We
243609.571,256257.67,2024-03-14,Th
198723.383,217087.3,2024-03-15,Fr
185147.491,196833.17,2024-03-16,Sa
217506.219,227552.88,2024-03-17,Su
293378.765,268338.7,2024-03-18,Mo
288283.334,314762.75,2024-03-19,Tu
267849.385,279656.97,2024-03-20,We
228557.891,248686.62,2024-03-21,Th
211967.929,215561.78,2024-03-22,Fr
191975.085,207672.3,2024-03-23,Sa
227040.032,236709.56,2024-03-24,Su
278478.032,270534.8,2024-03-25,Mo
232768.751,248579.72,2024-03-26,Tu
213601.159,213428.5,2024-03-27,We
203537.495,240686.89,2024-03-28,Th
160085.53,168851.55,2024-03-29,Fr
127506.085,124858.64,2024-03-30,Sa
122344.968,128086.82,2024-03-31,Su
142687.252,140943.98,2024-04-01,Mo
187597.198,167987.11,2024-04-02,Tu
195313.963,190506.44,2024-04-03,We
175038.406,195743.1,2024-04-04,Th
145212.257,156684.8,2024-04-05,Fr
107138.776,116235.92,2024-04-06,Sa
110431.913,103093.055,2024-04-07,Su
131672.831,136336.3,2024-04-08,Mo
117185.662,133239.38,2024-04-09,Tu
158517.396,158355.84,2024-04-10,We
153348.407,153091.3,2024-04-11,Th
133688.874,139642.53,2024-04-12,Fr
98784.2,102019.88,2024-04-13,Sa
112129.441,108021.41,2024-04-14,Su
150107.542,156048.27,2024-04-15,Mo
189826.205,187698.17,2024-04-16,Tu
214472.916,232353.64,2024-04-17,We
224500.123,234676.11,2024-04-18,Th
213941.04,230246.2,2024-04-19,Fr
204001.372,226811.27,2024-04-20,Sa
223211.407,231882.19,2024-04-21,Su
275791.64,271023.78,2024-04-22,Mo
265744.265,282209.3,2024-04-23,Tu
264176.26,291300.8,2024-04-24,We
250342.148,277186.5,2024-04-25,Th
202236.756,216683.62,2024-04-26,Fr
133918.293,152649.06,2024-04-27,Sa
124356.255,124354.86,2024-04-28,Su
139134.675,141856.27,2024-04-29,Mo
119816.814,137346.0,2024-04-30,Tu
