y_test,y_pred,date,day_of_week_char
290576.636,306296.75,2023-11-25,Sa
313250.073,329789.03,2023-11-26,Su
338293.901,353882.94,2023-11-27,Mo
377420.877,381545.78,2023-11-28,Tu
395673.261,411991.97,2023-11-29,We
392004.19,408255.34,2023-11-30,Th
379180.487,396520.12,2023-12-01,Fr
366708.24,380311.38,2023-12-02,Sa
370272.783,402007.5,2023-12-03,Su
433817.482,442201.0,2023-12-04,Mo
419237.392,442660.94,2023-12-05,Tu
405861.207,425145.6,2023-12-06,We
396702.119,425591.8,2023-12-07,Th
365010.837,398503.7,2023-12-08,Fr
326781.975,348864.34,2023-12-09,Sa
318931.461,318363.44,2023-12-10,Su
323981.903,326126.0,2023-12-11,Mo
329533.191,326574.25,2023-12-12,Tu
323922.763,341350.66,2023-12-13,We
326937.781,335213.34,2023-12-14,Th
306619.553,342684.84,2023-12-15,Fr
274208.809,292331.72,2023-12-16,Sa
283194.081,288114.94,2023-12-17,Su
310072.445,316070.2,2023-12-18,Mo
302823.456,316381.28,2023-12-19,Tu
301953.574,318836.72,2023-12-20,We
287336.384,300843.7,2023-12-21,Th
288377.652,305550.03,2023-12-22,Fr
276478.893,285644.66,2023-12-23,Sa
237292.998,248449.03,2023-12-24,Su
213031.878,216563.02,2023-12-25,Mo
220299.037,235438.53,2023-12-26,Tu
244351.972,253989.16,2023-12-27,We
245754.337,238537.64,2023-12-28,Th
229965.275,230230.69,2023-12-29,Fr
225938.941,225722.27,2023-12-30,Sa
244595.789,246505.2,2023-12-31,Su
255349.674,263176.12,2024-01-01,Mo
296559.94,280619.22,2024-01-02,Tu
273834.61,274330.38,2024-01-03,We
299354.333,289150.25,2024-01-04,Th
311725.444,304038.34,2024-01-05,Fr
279093.091,304202.3,2024-01-06,Sa
357026.634,342570.72,2024-01-07,Su
475666.565,455734.53,2024-01-08,Mo
500724.043,518541.44,2024-01-09,Tu
491002.924,516527.34,2024-01-10,We
474758.022,484570.88,2024-01-11,Th
427178.007,471709.6,2024-01-12,Fr
364585.664,392230.2,2024-01-13,Sa
363723.657,387825.97,2024-01-14,Su
400515.29,419486.75,2024-01-15,Mo
425198.019,431681.7,2024-01-16,Tu
426455.543,431053.72,2024-01-17,We
409311.994,431899.0,2024-01-18,Th
413869.886,431809.97,2024-01-19,Fr
370963.623,390753.1,2024-01-20,Sa
382681.395,397864.38,2024-01-21,Su
406712.419,402374.16,2024-01-22,Mo
355083.632,393547.9,2024-01-23,Tu
316968.892,331137.7,2024-01-24,We
334392.472,335293.94,2024-01-25,Th
306113.136,321230.88,2024-01-26,Fr
292608.318,299827.97,2024-01-27,Sa
314237.608,315661.03,2024-01-28,Su
375693.801,359932.56,2024-01-29,Mo
374908.697,379808.78,2024-01-30,Tu
373180.647,364263.9,2024-01-31,We
355267.213,365631.0,2024-02-01,Th
308676.266,331858.34,2024-02-02,Fr
255210.764,264831.97,2024-02-03,Sa
253599.105,263785.3,2024-02-04,Su
267112.145,289396.47,2024-02-05,Mo
276911.095,289681.7,2024-02-06,Tu
313731.446,306468.03,2024-02-07,We
318511.931,304875.72,2024-02-08,Th
249770.77,280921.7,2024-02-09,Fr
210919.688,213593.05,2024-02-10,Sa
232651.324,243730.19,2024-02-11,Su
260781.673,281413.88,2024-02-12,Mo
283555.605,288866.9,2024-02-13,Tu
279676.645,277225.88,2024-02-14,We
257527.092,270765.84,2024-02-15,Th
236255.27,241114.5,2024-02-16,Fr
220343.186,229424.61,2024-02-17,Sa
229464.014,234876.36,2024-02-18,Su
265470.303,279646.47,2024-02-19,Mo
265866.359,279809.38,2024-02-20,Tu
