y_test,y_pred,date,day_of_week_char
290576.636,312842.22,2023-11-25,Sa
313250.073,338622.2,2023-11-26,Su
338293.901,363375.88,2023-11-27,Mo
377420.877,385190.25,2023-11-28,Tu
395673.261,411783.78,2023-11-29,We
392004.19,405928.2,2023-11-30,Th
379180.487,397750.47,2023-12-01,Fr
366708.24,374434.0,2023-12-02,Sa
370272.783,400148.72,2023-12-03,Su
433817.482,445201.38,2023-12-04,Mo
419237.392,442184.06,2023-12-05,Tu
405861.207,420204.75,2023-12-06,We
396702.119,422986.66,2023-12-07,Th
365010.837,394731.7,2023-12-08,Fr
326781.975,337779.9,2023-12-09,Sa
318931.461,315412.72,2023-12-10,Su
323981.903,332167.9,2023-12-11,Mo
329533.191,327268.8,2023-12-12,Tu
323922.763,338102.22,2023-12-13,We
326937.781,334887.9,2023-12-14,Th
306619.553,342811.62,2023-12-15,Fr
274208.809,289255.12,2023-12-16,Sa
283194.081,288242.5,2023-12-17,Su
310072.445,318836.75,2023-12-18,Mo
302823.456,315206.0,2023-12-19,Tu
301953.574,315249.06,2023-12-20,We
287336.384,302735.53,2023-12-21,Th
288377.652,306461.88,2023-12-22,Fr
276478.893,279920.53,2023-12-23,Sa
237292.998,248914.23,2023-12-24,Su
213031.878,223176.27,2023-12-25,Mo
220299.037,224459.19,2023-12-26,Tu
244351.972,249733.95,2023-12-27,We
245754.337,241292.39,2023-12-28,Th
229965.275,227900.33,2023-12-29,Fr
225938.941,223144.61,2023-12-30,Sa
244595.789,248398.75,2023-12-31,Su
255349.674,268162.0,2024-01-01,Mo
296559.94,282820.28,2024-01-02,Tu
273834.61,275559.5,2024-01-03,We
299354.333,288911.84,2024-01-04,Th
311725.444,303820.25,2024-01-05,Fr
279093.091,305296.25,2024-01-06,Sa
357026.634,353767.22,2024-01-07,Su
475666.565,456474.66,2024-01-08,Mo
500724.043,521617.56,2024-01-09,Tu
491002.924,514950.12,2024-01-10,We
474758.022,486722.1,2024-01-11,Th
427178.007,467897.9,2024-01-12,Fr
364585.664,391271.72,2024-01-13,Sa
363723.657,385142.8,2024-01-14,Su
400515.29,418540.12,2024-01-15,Mo
425198.019,431655.62,2024-01-16,Tu
426455.543,426968.38,2024-01-17,We
409311.994,434706.47,2024-01-18,Th
413869.886,431140.4,2024-01-19,Fr
370963.623,386553.12,2024-01-20,Sa
382681.395,391686.44,2024-01-21,Su
406712.419,402186.03,2024-01-22,Mo
355083.632,394795.66,2024-01-23,Tu
316968.892,329267.1,2024-01-24,We
334392.472,337788.9,2024-01-25,Th
306113.136,326201.53,2024-01-26,Fr
292608.318,304135.12,2024-01-27,Sa
314237.608,317379.72,2024-01-28,Su
375693.801,361939.62,2024-01-29,Mo
374908.697,382383.8,2024-01-30,Tu
373180.647,373653.06,2024-01-31,We
355267.213,368505.0,2024-02-01,Th
308676.266,334857.22,2024-02-02,Fr
255210.764,262785.0,2024-02-03,Sa
253599.105,260212.6,2024-02-04,Su
267112.145,287289.53,2024-02-05,Mo
276911.095,288168.5,2024-02-06,Tu
313731.446,301889.47,2024-02-07,We
318511.931,306134.25,2024-02-08,Th
249770.77,277357.4,2024-02-09,Fr
210919.688,212991.34,2024-02-10,Sa
232651.324,241270.3,2024-02-11,Su
260781.673,286219.22,2024-02-12,Mo
283555.605,290213.25,2024-02-13,Tu
279676.645,280368.03,2024-02-14,We
257527.092,272531.44,2024-02-15,Th
236255.27,241844.39,2024-02-16,Fr
220343.186,227716.44,2024-02-17,Sa
229464.014,234166.44,2024-02-18,Su
265470.303,283159.1,2024-02-19,Mo
265866.359,279581.7,2024-02-20,Tu
263094.466,273445.12,2024-02-21,We
261250.23,268004.5,2024-02-22,Th
258624.102,264353.66,2024-02-23,Fr
231394.538,236505.2,2024-02-24,Sa
250480.727,256292.38,2024-02-25,Su
273896.773,301035.3,2024-02-26,Mo
273665.707,271173.62,2024-02-27,Tu
276552.811,290194.25,2024-02-28,We
266621.02,273396.9,2024-02-29,Th
255892.825,244808.92,2024-03-01,Fr
206156.757,230696.3,2024-03-02,Sa
213381.668,225818.16,2024-03-03,Su
227799.58,252422.44,2024-03-04,Mo
261200.001,271793.3,2024-03-05,Tu
270183.556,275579.7,2024-03-06,We
300231.891,304810.5,2024-03-07,Th
276131.962,292197.44,2024-03-08,Fr
236713.702,245620.55,2024-03-09,Sa
222447.451,224089.1,2024-03-10,Su
228086.577,254568.98,2024-03-11,Mo
263202.151,263204.84,2024-03-12,Tu
258514.206,254915.56,2024-03-13,We
243609.571,258113.52,2024-03-14,Th
198723.383,210442.61,2024-03-15,Fr
185147.491,196248.66,2024-03-16,Sa
217506.219,226809.47,2024-03-17,Su
293378.765,278421.75,2024-03-18,Mo
288283.334,316490.47,2024-03-19,Tu
267849.385,276942.1,2024-03-20,We
228557.891,249267.73,2024-03-21,Th
211967.929,213771.97,2024-03-22,Fr
191975.085,207502.8,2024-03-23,Sa
227040.032,235266.8,2024-03-24,Su
278478.032,278100.1,2024-03-25,Mo
232768.751,243943.23,2024-03-26,Tu
213601.159,209564.22,2024-03-27,We
203537.495,238451.42,2024-03-28,Th
160085.53,169573.45,2024-03-29,Fr
127506.085,118830.23,2024-03-30,Sa
122344.968,125625.12,2024-03-31,Su
142687.252,141304.42,2024-04-01,Mo
187597.198,165217.34,2024-04-02,Tu
195313.963,189143.25,2024-04-03,We
175038.406,189918.19,2024-04-04,Th
145212.257,154669.53,2024-04-05,Fr
107138.776,109715.266,2024-04-06,Sa
110431.913,101038.55,2024-04-07,Su
131672.831,137197.62,2024-04-08,Mo
117185.662,133848.52,2024-04-09,Tu
158517.396,154082.86,2024-04-10,We
153348.407,151691.33,2024-04-11,Th
133688.874,137893.69,2024-04-12,Fr
98784.2,99541.84,2024-04-13,Sa
112129.441,106377.67,2024-04-14,Su
150107.542,158043.81,2024-04-15,Mo
189826.205,188569.27,2024-04-16,Tu
214472.916,234423.08,2024-04-17,We
224500.123,234960.88,2024-04-18,Th
213941.04,236918.19,2024-04-19,Fr
204001.372,223026.72,2024-04-20,Sa
223211.407,231499.38,2024-04-21,Su
275791.64,280098.75,2024-04-22,Mo
265744.265,282025.22,2024-04-23,Tu
264176.26,286367.1,2024-04-24,We
250342.148,273627.22,2024-04-25,Th
202236.756,217377.78,2024-04-26,Fr
133918.293,159461.0,2024-04-27,Sa
124356.255,121954.96,2024-04-28,Su
139134.675,140571.97,2024-04-29,Mo
119816.814,139189.06,2024-04-30,Tu
102063.332,115094.83,2024-05-01,We
110804.644,115491.58,2024-05-02,Th
113309.657,112281.305,2024-05-03,Fr
93828.262,89376.52,2024-05-04,Sa
99076.675,98977.38,2024-05-05,Su
124237.642,132260.34,2024-05-06,Mo
146852.905,146181.84,2024-05-07,Tu
138242.389,146062.95,2024-05-08,We
131993.284,141655.55,2024-05-09,Th
121966.047,123029.99,2024-05-10,Fr
93746.348,96228.47,2024-05-11,Sa
98565.05,101032.58,2024-05-12,Su
113825.729,131673.45,2024-05-13,Mo
112015.691,119659.34,2024-05-14,Tu
111800.78,119641.59,2024-05-15,We
113071.323,121617.66,2024-05-16,Th
117340.263,114414.14,2024-05-17,Fr
109125.025,91546.15,2024-05-18,Sa
108801.553,107310.82,2024-05-19,Su
123645.728,134103.83,2024-05-20,Mo
117280.355,130281.74,2024-05-21,Tu
123469.265,126360.99,2024-05-22,We
126777.246,122467.84,2024-05-23,Th
119594.556,119409.25,2024-05-24,Fr
99431.846,90992.76,2024-05-25,Sa
92708.87,100352.53,2024-05-26,Su
118396.351,127449.37,2024-05-27,Mo
125404.803,130575.01,2024-05-28,Tu
120239.469,126116.85,2024-05-29,We
119139.934,123639.94,2024-05-30,Th
115611.1,114178.4,2024-05-31,Fr
86847.16,93080.57,2024-06-01,Sa
98704.742,92333.83,2024-06-02,Su
139540.944,134665.61,2024-06-03,Mo
132560.089,147582.44,2024-06-04,Tu
116855.669,127288.73,2024-06-05,We
113428.917,121691.66,2024-06-06,Th
112925.131,110903.13,2024-06-07,Fr
93450.719,86617.25,2024-06-08,Sa
93256.278,97540.51,2024-06-09,Su
118488.124,133397.62,2024-06-10,Mo
111748.63,129247.06,2024-06-11,Tu
126753.882,127801.41,2024-06-12,We
136650.496,128935.4,2024-06-13,Th
109008.315,123149.13,2024-06-14,Fr
81724.528,86204.516,2024-06-15,Sa
88978.141,91430.92,2024-06-16,Su
114266.034,123498.88,2024-06-17,Mo
110437.104,121241.58,2024-06-18,Tu
112937.847,121857.31,2024-06-19,We
131630.597,119773.77,2024-06-20,Th
92019.857,116309.27,2024-06-21,Fr
77848.093,81472.195,2024-06-22,Sa
84753.014,85436.31,2024-06-23,Su
115879.694,108135.34,2024-06-24,Mo
112034.917,120859.15,2024-06-25,Tu
119143.805,119709.58,2024-06-26,We
113745.177,121794.086,2024-06-27,Th
101510.761,109779.05,2024-06-28,Fr
75132.984,80688.1,2024-06-29,Sa
81288.134,86613.51,2024-06-30,Su
97766.326,107433.586,2024-07-01,Mo
101328.35,113072.125,2024-07-02,Tu
102237.468,114174.2,2024-07-03,We
95866.106,111530.53,2024-07-04,Th
79615.235,88170.67,2024-07-05,Fr
71512.45,69942.88,2024-07-06,Sa
80608.186,80980.164,2024-07-07,Su
96269.644,104353.23,2024-07-08,Mo
97697.745,109411.12,2024-07-09,Tu
95586.513,109681.39,2024-07-10,We
95575.734,111188.5,2024-07-11,Th
88757.619,101081.91,2024-07-12,Fr
76369.035,76882.15,2024-07-13,Sa
82000.695,82921.695,2024-07-14,Su
109643.467,110244.47,2024-07-15,Mo
124170.884,119435.73,2024-07-16,Tu
117488.098,124401.875,2024-07-17,We
96311.666,120722.15,2024-07-18,Th
88583.072,101990.984,2024-07-19,Fr
74126.308,75970.234,2024-07-20,Sa
78516.27,77746.24,2024-07-21,Su
106489.888,108554.375,2024-07-22,Mo
113906.0,109598.766,2024-07-23,Tu
109191.423,118755.85,2024-07-24,We
94105.507,117802.086,2024-07-25,Th
95837.649,97978.586,2024-07-26,Fr
79306.664,75075.26,2024-07-27,Sa
77672.249,82751.305,2024-07-28,Su
104969.026,109772.71,2024-07-29,Mo
110170.705,106321.984,2024-07-30,Tu
99540.566,110200.35,2024-07-31,We
100790.554,109041.164,2024-08-01,Th
95520.565,101680.555,2024-08-02,Fr
