y_test,y_pred,date,day_of_week_char
290576.636,310377.22,2023-11-25,Sa
313250.073,332322.5,2023-11-26,Su
338293.901,360017.97,2023-11-27,Mo
377420.877,379341.62,2023-11-28,Tu
395673.261,409566.16,2023-11-29,We
392004.19,408558.75,2023-11-30,Th
379180.487,398288.03,2023-12-01,Fr
366708.24,378720.16,2023-12-02,Sa
370272.783,403969.62,2023-12-03,Su
433817.482,448635.22,2023-12-04,Mo
419237.392,441722.9,2023-12-05,Tu
405861.207,424435.28,2023-12-06,We
396702.119,426713.34,2023-12-07,Th
365010.837,400319.6,2023-12-08,Fr
326781.975,348010.38,2023-12-09,Sa
318931.461,313930.0,2023-12-10,Su
323981.903,329295.06,2023-12-11,Mo
329533.191,327958.53,2023-12-12,Tu
323922.763,341613.2,2023-12-13,We
326937.781,332996.28,2023-12-14,Th
306619.553,343269.75,2023-12-15,Fr
274208.809,294273.88,2023-12-16,Sa
283194.081,289868.97,2023-12-17,Su
310072.445,314206.47,2023-12-18,Mo
302823.456,320915.03,2023-12-19,Tu
301953.574,318068.62,2023-12-20,We
287336.384,302858.44,2023-12-21,Th
288377.652,307705.97,2023-12-22,Fr
276478.893,285726.8,2023-12-23,Sa
237292.998,250161.78,2023-12-24,Su
213031.878,222170.97,2023-12-25,Mo
220299.037,230994.47,2023-12-26,Tu
244351.972,250152.8,2023-12-27,We
245754.337,241351.36,2023-12-28,Th
229965.275,232286.69,2023-12-29,Fr
225938.941,224868.52,2023-12-30,Sa
244595.789,247331.97,2023-12-31,Su
255349.674,269494.97,2024-01-01,Mo
296559.94,276453.7,2024-01-02,Tu
273834.61,279297.06,2024-01-03,We
299354.333,292283.12,2024-01-04,Th
311725.444,303097.84,2024-01-05,Fr
279093.091,306455.4,2024-01-06,Sa
357026.634,351211.4,2024-01-07,Su
475666.565,454321.2,2024-01-08,Mo
500724.043,514450.44,2024-01-09,Tu
491002.924,521040.34,2024-01-10,We
474758.022,492698.4,2024-01-11,Th
427178.007,470502.06,2024-01-12,Fr
364585.664,395064.66,2024-01-13,Sa
363723.657,386712.84,2024-01-14,Su
400515.29,421720.16,2024-01-15,Mo
425198.019,430281.97,2024-01-16,Tu
426455.543,429354.6,2024-01-17,We
409311.994,434374.2,2024-01-18,Th
413869.886,433474.34,2024-01-19,Fr
370963.623,394093.78,2024-01-20,Sa
382681.395,393424.28,2024-01-21,Su
406712.419,402914.44,2024-01-22,Mo
355083.632,392250.06,2024-01-23,Tu
316968.892,332182.4,2024-01-24,We
334392.472,335980.84,2024-01-25,Th
306113.136,323758.72,2024-01-26,Fr
292608.318,302787.78,2024-01-27,Sa
314237.608,314595.1,2024-01-28,Su
375693.801,364215.97,2024-01-29,Mo
374908.697,381730.9,2024-01-30,Tu
373180.647,369330.1,2024-01-31,We
355267.213,367437.28,2024-02-01,Th
308676.266,335404.8,2024-02-02,Fr
255210.764,264646.3,2024-02-03,Sa
253599.105,263064.0,2024-02-04,Su
267112.145,288046.03,2024-02-05,Mo
276911.095,289118.38,2024-02-06,Tu
313731.446,305750.97,2024-02-07,We
318511.931,302758.9,2024-02-08,Th
249770.77,281272.94,2024-02-09,Fr
210919.688,214598.12,2024-02-10,Sa
