y_test,y_pred,date,day_of_week_char
290576.636,306271.97,2023-11-25,Sa
313250.073,333862.38,2023-11-26,Su
338293.901,361634.78,2023-11-27,Mo
377420.877,379198.12,2023-11-28,Tu
395673.261,410253.88,2023-11-29,We
392004.19,405123.38,2023-11-30,Th
379180.487,396489.72,2023-12-01,Fr
366708.24,376381.5,2023-12-02,Sa
370272.783,403499.38,2023-12-03,Su
433817.482,443654.75,2023-12-04,Mo
419237.392,442266.88,2023-12-05,Tu
405861.207,424352.25,2023-12-06,We
396702.119,425637.9,2023-12-07,Th
365010.837,397787.47,2023-12-08,Fr
326781.975,348338.66,2023-12-09,Sa
318931.461,317880.47,2023-12-10,Su
323981.903,332319.1,2023-12-11,Mo
329533.191,328550.28,2023-12-12,Tu
323922.763,341799.44,2023-12-13,We
326937.781,335459.94,2023-12-14,Th
306619.553,340942.0,2023-12-15,Fr
274208.809,290092.94,2023-12-16,Sa
283194.081,290105.88,2023-12-17,Su
310072.445,317774.56,2023-12-18,Mo
302823.456,318404.38,2023-12-19,Tu
301953.574,316858.56,2023-12-20,We
287336.384,303807.03,2023-12-21,Th
288377.652,306080.8,2023-12-22,Fr
276478.893,286362.75,2023-12-23,Sa
237292.998,247042.38,2023-12-24,Su
213031.878,219742.81,2023-12-25,Mo
220299.037,230485.97,2023-12-26,Tu
244351.972,250617.94,2023-12-27,We
245754.337,237165.88,2023-12-28,Th
229965.275,231679.75,2023-12-29,Fr
225938.941,224507.38,2023-12-30,Sa
244595.789,246857.73,2023-12-31,Su
255349.674,270242.22,2024-01-01,Mo
296559.94,282632.38,2024-01-02,Tu
273834.61,274035.22,2024-01-03,We
299354.333,289425.22,2024-01-04,Th
311725.444,304336.5,2024-01-05,Fr
279093.091,305241.47,2024-01-06,Sa
357026.634,353434.4,2024-01-07,Su
475666.565,457542.75,2024-01-08,Mo
500724.043,516334.34,2024-01-09,Tu
491002.924,515687.5,2024-01-10,We
474758.022,489180.88,2024-01-11,Th
427178.007,471266.66,2024-01-12,Fr
364585.664,394059.8,2024-01-13,Sa
363723.657,389371.4,2024-01-14,Su
400515.29,422743.0,2024-01-15,Mo
425198.019,431246.62,2024-01-16,Tu
426455.543,427753.22,2024-01-17,We
409311.994,432308.44,2024-01-18,Th
413869.886,435947.53,2024-01-19,Fr
370963.623,391873.22,2024-01-20,Sa
382681.395,393664.16,2024-01-21,Su
406712.419,402671.56,2024-01-22,Mo
355083.632,393105.72,2024-01-23,Tu
316968.892,331276.22,2024-01-24,We
334392.472,335699.06,2024-01-25,Th
306113.136,319777.75,2024-01-26,Fr
292608.318,301527.1,2024-01-27,Sa
314237.608,315149.4,2024-01-28,Su
375693.801,360344.8,2024-01-29,Mo
374908.697,380302.3,2024-01-30,Tu
373180.647,368622.66,2024-01-31,We
355267.213,366109.78,2024-02-01,Th
308676.266,335092.97,2024-02-02,Fr
255210.764,264038.06,2024-02-03,Sa
253599.105,261166.55,2024-02-04,Su
267112.145,288926.4,2024-02-05,Mo
276911.095,289450.4,2024-02-06,Tu
313731.446,302553.1,2024-02-07,We
318511.931,304371.25,2024-02-08,Th
249770.77,275801.9,2024-02-09,Fr
210919.688,212278.25,2024-02-10,Sa
232651.324,236605.39,2024-02-11,Su
260781.673,279368.5,2024-02-12,Mo
283555.605,286795.1,2024-02-13,Tu
279676.645,275926.56,2024-02-14,We
257527.092,269218.44,2024-02-15,Th
236255.27,240743.08,2024-02-16,Fr
220343.186,226224.31,2024-02-17,Sa
229464.014,231949.61,2024-02-18,Su
265470.303,280121.7,2024-02-19,Mo
265866.359,276400.72,2024-02-20,Tu
263094.466,272561.3,2024-02-21,We
261250.23,264531.22,2024-02-22,Th
258624.102,259497.05,2024-02-23,Fr
231394.538,239007.23,2024-02-24,Sa
250480.727,250399.56,2024-02-25,Su
273896.773,296183.94,2024-02-26,Mo
273665.707,270584.75,2024-02-27,Tu
276552.811,292012.97,2024-02-28,We
266621.02,271532.72,2024-02-29,Th
255892.825,243698.6,2024-03-01,Fr
206156.757,231702.27,2024-03-02,Sa
213381.668,224729.67,2024-03-03,Su
227799.58,247228.9,2024-03-04,Mo
261200.001,270075.88,2024-03-05,Tu
270183.556,273171.62,2024-03-06,We
300231.891,305701.1,2024-03-07,Th
276131.962,289752.4,2024-03-08,Fr
236713.702,246638.78,2024-03-09,Sa
222447.451,224890.88,2024-03-10,Su
228086.577,252826.16,2024-03-11,Mo
263202.151,265086.7,2024-03-12,Tu
258514.206,254554.94,2024-03-13,We
243609.571,254185.55,2024-03-14,Th
198723.383,215953.3,2024-03-15,Fr
185147.491,201016.98,2024-03-16,Sa
217506.219,225160.19,2024-03-17,Su
293378.765,266642.0,2024-03-18,Mo
288283.334,310522.47,2024-03-19,Tu
267849.385,278262.22,2024-03-20,We
228557.891,247758.05,2024-03-21,Th
211967.929,216573.4,2024-03-22,Fr
191975.085,207399.02,2024-03-23,Sa
227040.032,233928.81,2024-03-24,Su
278478.032,273062.1,2024-03-25,Mo
232768.751,249412.83,2024-03-26,Tu
213601.159,217093.19,2024-03-27,We
203537.495,238620.83,2024-03-28,Th
160085.53,169247.42,2024-03-29,Fr
127506.085,124863.26,2024-03-30,Sa
122344.968,129356.37,2024-03-31,Su
142687.252,144342.05,2024-04-01,Mo
187597.198,168969.19,2024-04-02,Tu
195313.963,193730.34,2024-04-03,We
175038.406,193279.11,2024-04-04,Th
145212.257,155802.75,2024-04-05,Fr
107138.776,116002.28,2024-04-06,Sa
