y_test,y_pred,date,day_of_week_char
290576.636,308333.16,2023-11-25,Sa
313250.073,331605.34,2023-11-26,Su
338293.901,354666.28,2023-11-27,Mo
377420.877,379425.53,2023-11-28,Tu
395673.261,408918.3,2023-11-29,We
392004.19,406205.0,2023-11-30,Th
379180.487,398111.44,2023-12-01,Fr
366708.24,379366.75,2023-12-02,Sa
370272.783,404315.53,2023-12-03,Su
433817.482,445670.44,2023-12-04,Mo
419237.392,441483.12,2023-12-05,Tu
405861.207,422913.6,2023-12-06,We
396702.119,424842.3,2023-12-07,Th
365010.837,397633.2,2023-12-08,Fr
326781.975,345770.03,2023-12-09,Sa
318931.461,313150.84,2023-12-10,Su
323981.903,330451.2,2023-12-11,Mo
329533.191,325726.53,2023-12-12,Tu
323922.763,342343.72,2023-12-13,We
326937.781,337363.0,2023-12-14,Th
306619.553,341865.38,2023-12-15,Fr
274208.809,291194.3,2023-12-16,Sa
283194.081,286770.2,2023-12-17,Su
310072.445,320628.72,2023-12-18,Mo
302823.456,316324.75,2023-12-19,Tu
301953.574,315469.66,2023-12-20,We
287336.384,301664.97,2023-12-21,Th
288377.652,303049.3,2023-12-22,Fr
276478.893,283521.38,2023-12-23,Sa
237292.998,247306.83,2023-12-24,Su
213031.878,219323.77,2023-12-25,Mo
220299.037,233454.11,2023-12-26,Tu
244351.972,248566.22,2023-12-27,We
245754.337,237606.03,2023-12-28,Th
229965.275,228951.06,2023-12-29,Fr
225938.941,224731.89,2023-12-30,Sa
244595.789,246774.3,2023-12-31,Su
255349.674,266490.16,2024-01-01,Mo
296559.94,283740.9,2024-01-02,Tu
273834.61,274219.0,2024-01-03,We
299354.333,293222.53,2024-01-04,Th
311725.444,302693.53,2024-01-05,Fr
279093.091,303858.28,2024-01-06,Sa
357026.634,357199.1,2024-01-07,Su
475666.565,455525.6,2024-01-08,Mo
500724.043,515604.62,2024-01-09,Tu
491002.924,518932.38,2024-01-10,We
474758.022,488573.8,2024-01-11,Th
427178.007,467899.6,2024-01-12,Fr
364585.664,395336.72,2024-01-13,Sa
363723.657,388307.16,2024-01-14,Su
400515.29,423431.16,2024-01-15,Mo
425198.019,428642.03,2024-01-16,Tu
426455.543,429225.12,2024-01-17,We
409311.994,429435.62,2024-01-18,Th
413869.886,438595.62,2024-01-19,Fr
370963.623,389739.7,2024-01-20,Sa
382681.395,395344.25,2024-01-21,Su
406712.419,404275.34,2024-01-22,Mo
355083.632,393361.4,2024-01-23,Tu
316968.892,329226.1,2024-01-24,We
334392.472,336557.5,2024-01-25,Th
306113.136,321356.12,2024-01-26,Fr
292608.318,299278.2,2024-01-27,Sa
314237.608,313401.38,2024-01-28,Su
375693.801,361238.16,2024-01-29,Mo
374908.697,377790.3,2024-01-30,Tu
373180.647,369330.53,2024-01-31,We
355267.213,367773.12,2024-02-01,Th
308676.266,338709.47,2024-02-02,Fr
255210.764,263312.75,2024-02-03,Sa
253599.105,261655.22,2024-02-04,Su
267112.145,288660.47,2024-02-05,Mo
276911.095,288839.44,2024-02-06,Tu
313731.446,302181.2,2024-02-07,We
318511.931,304185.72,2024-02-08,Th
249770.77,276784.8,2024-02-09,Fr
210919.688,212602.0,2024-02-10,Sa
232651.324,239348.66,2024-02-11,Su
260781.673,282837.06,2024-02-12,Mo
283555.605,292735.28,2024-02-13,Tu
279676.645,276393.47,2024-02-14,We
257527.092,270916.3,2024-02-15,Th
236255.27,239048.11,2024-02-16,Fr
220343.186,229159.27,2024-02-17,Sa
229464.014,234743.02,2024-02-18,Su
265470.303,283182.28,2024-02-19,Mo
265866.359,276939.03,2024-02-20,Tu
263094.466,269265.53,2024-02-21,We
261250.23,265420.38,2024-02-22,Th
258624.102,263026.75,2024-02-23,Fr
231394.538,241388.6,2024-02-24,Sa
250480.727,252638.44,2024-02-25,Su
273896.773,298832.78,2024-02-26,Mo
273665.707,269543.44,2024-02-27,Tu
276552.811,290384.66,2024-02-28,We
266621.02,271884.3,2024-02-29,Th
255892.825,244953.94,2024-03-01,Fr
206156.757,227170.97,2024-03-02,Sa
213381.668,224921.45,2024-03-03,Su
227799.58,246406.45,2024-03-04,Mo
261200.001,269202.9,2024-03-05,Tu
270183.556,276512.28,2024-03-06,We
300231.891,309169.25,2024-03-07,Th
276131.962,287801.84,2024-03-08,Fr
236713.702,244541.88,2024-03-09,Sa
222447.451,225833.06,2024-03-10,Su
228086.577,253282.89,2024-03-11,Mo
263202.151,267260.4,2024-03-12,Tu
258514.206,251382.12,2024-03-13,We
243609.571,253135.72,2024-03-14,Th
198723.383,213547.67,2024-03-15,Fr
185147.491,199578.9,2024-03-16,Sa
217506.219,226716.14,2024-03-17,Su
293378.765,274487.34,2024-03-18,Mo
288283.334,315034.97,2024-03-19,Tu
267849.385,280703.6,2024-03-20,We
228557.891,246853.7,2024-03-21,Th
211967.929,214635.77,2024-03-22,Fr
191975.085,209716.38,2024-03-23,Sa
227040.032,235838.58,2024-03-24,Su
278478.032,273481.06,2024-03-25,Mo
232768.751,249399.94,2024-03-26,Tu
213601.159,214592.97,2024-03-27,We
203537.495,241680.33,2024-03-28,Th
160085.53,167923.33,2024-03-29,Fr
127506.085,124276.04,2024-03-30,Sa
122344.968,130362.01,2024-03-31,Su
142687.252,143536.61,2024-04-01,Mo
187597.198,170145.73,2024-04-02,Tu
195313.963,187410.47,2024-04-03,We
175038.406,191810.52,2024-04-04,Th
145212.257,155318.94,2024-04-05,Fr
107138.776,112615.445,2024-04-06,Sa
110431.913,103442.41,2024-04-07,Su
131672.831,133963.47,2024-04-08,Mo
117185.662,133344.42,2024-04-09,Tu
158517.396,158447.03,2024-04-10,We
153348.407,153036.64,2024-04-11,Th
133688.874,140583.52,2024-04-12,Fr
98784.2,102928.85,2024-04-13,Sa
112129.441,108497.16,2024-04-14,Su
150107.542,155565.27,2024-04-15,Mo
189826.205,188996.0,2024-04-16,Tu
214472.916,233505.77,2024-04-17,We
224500.123,232552.19,2024-04-18,Th
213941.04,231197.84,2024-04-19,Fr
204001.372,228323.77,2024-04-20,Sa
223211.407,233483.7,2024-04-21,Su
275791.64,277908.62,2024-04-22,Mo
265744.265,280481.5,2024-04-23,Tu
264176.26,284190.1,2024-04-24,We
250342.148,271611.66,2024-04-25,Th
202236.756,218267.42,2024-04-26,Fr
133918.293,153091.36,2024-04-27,Sa
124356.255,126559.73,2024-04-28,Su
139134.675,139698.47,2024-04-29,Mo
