y_test,y_pred,date,day_of_week_char
290576.636,313805.94,2023-11-25,Sa
313250.073,338387.38,2023-11-26,Su
338293.901,363124.28,2023-11-27,Mo
377420.877,381989.84,2023-11-28,Tu
395673.261,410821.22,2023-11-29,We
392004.19,405989.8,2023-11-30,Th
379180.487,401154.84,2023-12-01,Fr
366708.24,372463.38,2023-12-02,Sa
370272.783,411364.25,2023-12-03,Su
433817.482,451992.66,2023-12-04,Mo
419237.392,440841.62,2023-12-05,Tu
405861.207,419498.25,2023-12-06,We
396702.119,420186.38,2023-12-07,Th
365010.837,397162.62,2023-12-08,Fr
326781.975,343358.9,2023-12-09,Sa
318931.461,312238.34,2023-12-10,Su
323981.903,333133.4,2023-12-11,Mo
329533.191,325099.4,2023-12-12,Tu
323922.763,339477.88,2023-12-13,We
326937.781,336779.16,2023-12-14,Th
306619.553,340408.97,2023-12-15,Fr
274208.809,291262.12,2023-12-16,Sa
283194.081,285557.84,2023-12-17,Su
310072.445,323280.2,2023-12-18,Mo
302823.456,317738.72,2023-12-19,Tu
301953.574,321208.9,2023-12-20,We
287336.384,304979.03,2023-12-21,Th
288377.652,306467.7,2023-12-22,Fr
276478.893,280401.4,2023-12-23,Sa
237292.998,244681.67,2023-12-24,Su
213031.878,223223.47,2023-12-25,Mo
220299.037,230261.83,2023-12-26,Tu
244351.972,249152.47,2023-12-27,We
245754.337,242054.05,2023-12-28,Th
229965.275,225687.67,2023-12-29,Fr
225938.941,221500.86,2023-12-30,Sa
244595.789,247981.72,2023-12-31,Su
255349.674,267187.4,2024-01-01,Mo
296559.94,283435.0,2024-01-02,Tu
273834.61,274218.4,2024-01-03,We
299354.333,291176.66,2024-01-04,Th
311725.444,308066.25,2024-01-05,Fr
279093.091,305262.44,2024-01-06,Sa
357026.634,357036.56,2024-01-07,Su
475666.565,445174.8,2024-01-08,Mo
500724.043,519676.2,2024-01-09,Tu
491002.924,514634.84,2024-01-10,We
474758.022,484903.25,2024-01-11,Th
427178.007,471154.38,2024-01-12,Fr
364585.664,389711.97,2024-01-13,Sa
363723.657,387584.4,2024-01-14,Su
400515.29,417161.06,2024-01-15,Mo
425198.019,429099.78,2024-01-16,Tu
426455.543,427381.56,2024-01-17,We
409311.994,431839.44,2024-01-18,Th
413869.886,432377.25,2024-01-19,Fr
370963.623,385784.44,2024-01-20,Sa
382681.395,392106.12,2024-01-21,Su
406712.419,401052.53,2024-01-22,Mo
355083.632,393505.72,2024-01-23,Tu
316968.892,330602.4,2024-01-24,We
334392.472,338697.72,2024-01-25,Th
306113.136,325956.56,2024-01-26,Fr
292608.318,303481.84,2024-01-27,Sa
314237.608,315394.4,2024-01-28,Su
375693.801,361286.38,2024-01-29,Mo
374908.697,381884.3,2024-01-30,Tu
373180.647,373561.16,2024-01-31,We
355267.213,365644.12,2024-02-01,Th
308676.266,333536.6,2024-02-02,Fr
255210.764,262269.6,2024-02-03,Sa
253599.105,259949.05,2024-02-04,Su
267112.145,288658.3,2024-02-05,Mo
276911.095,288472.25,2024-02-06,Tu
313731.446,304301.53,2024-02-07,We
318511.931,308095.2,2024-02-08,Th
249770.77,277816.5,2024-02-09,Fr
210919.688,217666.33,2024-02-10,Sa
232651.324,242015.3,2024-02-11,Su
260781.673,286091.84,2024-02-12,Mo
283555.605,286226.78,2024-02-13,Tu
279676.645,282742.88,2024-02-14,We
257527.092,270868.53,2024-02-15,Th
236255.27,240263.78,2024-02-16,Fr
220343.186,229256.92,2024-02-17,Sa
229464.014,233848.1,2024-02-18,Su
265470.303,283339.34,2024-02-19,Mo
265866.359,277569.72,2024-02-20,Tu
263094.466,272758.0,2024-02-21,We
261250.23,269334.16,2024-02-22,Th
258624.102,265676.28,2024-02-23,Fr
231394.538,236042.39,2024-02-24,Sa
250480.727,255544.97,2024-02-25,Su
273896.773,300570.5,2024-02-26,Mo
273665.707,272613.16,2024-02-27,Tu
276552.811,291093.97,2024-02-28,We
266621.02,274175.22,2024-02-29,Th
255892.825,244482.95,2024-03-01,Fr
206156.757,231246.06,2024-03-02,Sa
213381.668,226859.16,2024-03-03,Su
227799.58,250180.81,2024-03-04,Mo
261200.001,274032.3,2024-03-05,Tu
270183.556,273589.9,2024-03-06,We
300231.891,305329.84,2024-03-07,Th
276131.962,294568.47,2024-03-08,Fr
236713.702,246955.88,2024-03-09,Sa
222447.451,229115.16,2024-03-10,Su
228086.577,257095.3,2024-03-11,Mo
