y_test,y_pred,date,day_of_week_char
290576.636,307914.84,2023-11-25,Sa
313250.073,329801.8,2023-11-26,Su
338293.901,357699.38,2023-11-27,Mo
377420.877,383352.44,2023-11-28,Tu
395673.261,406369.22,2023-11-29,We
392004.19,404634.34,2023-11-30,Th
379180.487,398339.9,2023-12-01,Fr
366708.24,372658.75,2023-12-02,Sa
370272.783,398646.28,2023-12-03,Su
433817.482,444318.25,2023-12-04,Mo
419237.392,439874.5,2023-12-05,Tu
405861.207,418706.53,2023-12-06,We
396702.119,422703.1,2023-12-07,Th
365010.837,392511.06,2023-12-08,Fr
326781.975,341523.3,2023-12-09,Sa
318931.461,315821.56,2023-12-10,Su
323981.903,328839.28,2023-12-11,Mo
329533.191,328063.75,2023-12-12,Tu
323922.763,340125.03,2023-12-13,We
326937.781,340673.75,2023-12-14,Th
306619.553,344833.22,2023-12-15,Fr
274208.809,283548.9,2023-12-16,Sa
283194.081,290855.03,2023-12-17,Su
310072.445,317788.7,2023-12-18,Mo
302823.456,315733.03,2023-12-19,Tu
301953.574,319262.03,2023-12-20,We
287336.384,303588.88,2023-12-21,Th
288377.652,304552.25,2023-12-22,Fr
276478.893,272523.3,2023-12-23,Sa
237292.998,243474.27,2023-12-24,Su
213031.878,218820.16,2023-12-25,Mo
220299.037,227060.89,2023-12-26,Tu
244351.972,248740.17,2023-12-27,We
245754.337,240885.16,2023-12-28,Th
229965.275,224987.6,2023-12-29,Fr
225938.941,219961.67,2023-12-30,Sa
244595.789,247995.39,2023-12-31,Su
255349.674,268362.5,2024-01-01,Mo
296559.94,287022.9,2024-01-02,Tu
273834.61,272490.75,2024-01-03,We
299354.333,288973.5,2024-01-04,Th
311725.444,307993.72,2024-01-05,Fr
279093.091,301092.06,2024-01-06,Sa
357026.634,358745.12,2024-01-07,Su
475666.565,447235.88,2024-01-08,Mo
500724.043,515884.97,2024-01-09,Tu
491002.924,514992.56,2024-01-10,We
474758.022,481436.06,2024-01-11,Th
427178.007,466174.16,2024-01-12,Fr
364585.664,391946.0,2024-01-13,Sa
363723.657,387403.66,2024-01-14,Su
