y_test,y_pred,date,day_of_week_char
290576.636,306084.5,2023-11-25,Sa
313250.073,333610.34,2023-11-26,Su
338293.901,357036.94,2023-11-27,Mo
377420.877,375617.12,2023-11-28,Tu
395673.261,405907.8,2023-11-29,We
392004.19,407448.56,2023-11-30,Th
379180.487,394609.9,2023-12-01,Fr
366708.24,374546.5,2023-12-02,Sa
370272.783,404756.78,2023-12-03,Su
433817.482,442895.97,2023-12-04,Mo
419237.392,440996.72,2023-12-05,Tu
405861.207,423412.44,2023-12-06,We
396702.119,425680.53,2023-12-07,Th
365010.837,395701.5,2023-12-08,Fr
326781.975,349401.2,2023-12-09,Sa
318931.461,312176.97,2023-12-10,Su
323981.903,327991.25,2023-12-11,Mo
329533.191,323855.9,2023-12-12,Tu
323922.763,343459.4,2023-12-13,We
326937.781,335569.56,2023-12-14,Th
306619.553,345165.2,2023-12-15,Fr
274208.809,292683.7,2023-12-16,Sa
283194.081,290758.34,2023-12-17,Su
310072.445,323989.88,2023-12-18,Mo
302823.456,321605.84,2023-12-19,Tu
301953.574,320359.2,2023-12-20,We
287336.384,302894.16,2023-12-21,Th
288377.652,303899.25,2023-12-22,Fr
276478.893,280924.3,2023-12-23,Sa
237292.998,248521.69,2023-12-24,Su
213031.878,224135.23,2023-12-25,Mo
220299.037,226816.27,2023-12-26,Tu
244351.972,248323.12,2023-12-27,We
245754.337,239557.27,2023-12-28,Th
229965.275,229922.45,2023-12-29,Fr
225938.941,223586.48,2023-12-30,Sa
244595.789,243313.47,2023-12-31,Su
255349.674,271907.3,2024-01-01,Mo
296559.94,282135.75,2024-01-02,Tu
273834.61,278308.2,2024-01-03,We
299354.333,291178.22,2024-01-04,Th
311725.444,304241.2,2024-01-05,Fr
279093.091,306208.03,2024-01-06,Sa
357026.634,352030.1,2024-01-07,Su
475666.565,451726.97,2024-01-08,Mo
500724.043,519329.34,2024-01-09,Tu
491002.924,520070.9,2024-01-10,We
474758.022,488784.16,2024-01-11,Th
427178.007,464471.2,2024-01-12,Fr
364585.664,390558.38,2024-01-13,Sa
363723.657,389601.72,2024-01-14,Su
400515.29,421478.97,2024-01-15,Mo
425198.019,426806.0,2024-01-16,Tu
426455.543,427917.88,2024-01-17,We
409311.994,431824.06,2024-01-18,Th
413869.886,432969.97,2024-01-19,Fr
370963.623,389869.75,2024-01-20,Sa
382681.395,388754.34,2024-01-21,Su
406712.419,402537.97,2024-01-22,Mo
355083.632,389396.28,2024-01-23,Tu
316968.892,333281.47,2024-01-24,We
334392.472,330987.3,2024-01-25,Th
306113.136,317320.97,2024-01-26,Fr
292608.318,299143.1,2024-01-27,Sa
314237.608,316509.88,2024-01-28,Su
375693.801,362716.56,2024-01-29,Mo
374908.697,381735.84,2024-01-30,Tu
373180.647,367796.2,2024-01-31,We
355267.213,362640.97,2024-02-01,Th
308676.266,336149.56,2024-02-02,Fr
255210.764,261978.75,2024-02-03,Sa
253599.105,262028.55,2024-02-04,Su
267112.145,288632.78,2024-02-05,Mo
276911.095,288763.4,2024-02-06,Tu
313731.446,301195.6,2024-02-07,We
318511.931,309918.0,2024-02-08,Th
