y_test,y_pred,date,day_of_week_char
290576.636,310161.03,2023-11-25,Sa
313250.073,336271.06,2023-11-26,Su
338293.901,361725.12,2023-11-27,Mo
377420.877,383118.7,2023-11-28,Tu
395673.261,407637.9,2023-11-29,We
392004.19,406874.3,2023-11-30,Th
379180.487,400799.44,2023-12-01,Fr
366708.24,375651.0,2023-12-02,Sa
370272.783,406468.47,2023-12-03,Su
433817.482,446343.4,2023-12-04,Mo
419237.392,440574.84,2023-12-05,Tu
405861.207,417387.03,2023-12-06,We
396702.119,422567.7,2023-12-07,Th
365010.837,395756.78,2023-12-08,Fr
326781.975,343394.7,2023-12-09,Sa
318931.461,314750.0,2023-12-10,Su
323981.903,332241.28,2023-12-11,Mo
329533.191,328096.66,2023-12-12,Tu
323922.763,337566.94,2023-12-13,We
326937.781,336374.53,2023-12-14,Th
306619.553,342522.7,2023-12-15,Fr
274208.809,290914.66,2023-12-16,Sa
283194.081,291922.16,2023-12-17,Su
310072.445,319788.06,2023-12-18,Mo
302823.456,311969.38,2023-12-19,Tu
301953.574,316769.7,2023-12-20,We
287336.384,307043.7,2023-12-21,Th
288377.652,298605.94,2023-12-22,Fr
276478.893,281408.47,2023-12-23,Sa
237292.998,241482.48,2023-12-24,Su
213031.878,222204.5,2023-12-25,Mo
220299.037,224149.62,2023-12-26,Tu
244351.972,247886.06,2023-12-27,We
245754.337,240568.92,2023-12-28,Th
229965.275,225375.86,2023-12-29,Fr
225938.941,220217.38,2023-12-30,Sa
244595.789,247914.17,2023-12-31,Su
255349.674,264633.88,2024-01-01,Mo
296559.94,287133.8,2024-01-02,Tu
273834.61,270744.62,2024-01-03,We
299354.333,290951.16,2024-01-04,Th
311725.444,308934.1,2024-01-05,Fr
279093.091,302236.12,2024-01-06,Sa
357026.634,356413.53,2024-01-07,Su
475666.565,454773.88,2024-01-08,Mo
500724.043,519565.9,2024-01-09,Tu
491002.924,509486.8,2024-01-10,We
474758.022,482904.9,2024-01-11,Th
427178.007,470074.9,2024-01-12,Fr
364585.664,387741.4,2024-01-13,Sa
363723.657,387724.66,2024-01-14,Su
400515.29,416876.0,2024-01-15,Mo
425198.019,429213.34,2024-01-16,Tu
426455.543,423657.97,2024-01-17,We
409311.994,431285.03,2024-01-18,Th
413869.886,431873.53,2024-01-19,Fr
370963.623,383568.97,2024-01-20,Sa
382681.395,391862.5,2024-01-21,Su
406712.419,403573.8,2024-01-22,Mo
355083.632,395049.3,2024-01-23,Tu
316968.892,328081.34,2024-01-24,We
334392.472,336013.4,2024-01-25,Th
306113.136,323970.22,2024-01-26,Fr
292608.318,300938.8,2024-01-27,Sa
314237.608,315052.22,2024-01-28,Su
375693.801,360156.6,2024-01-29,Mo
374908.697,381222.66,2024-01-30,Tu
373180.647,370699.1,2024-01-31,We
355267.213,367640.97,2024-02-01,Th
308676.266,335962.2,2024-02-02,Fr
255210.764,260699.16,2024-02-03,Sa
253599.105,260286.62,2024-02-04,Su
267112.145,286375.72,2024-02-05,Mo
276911.095,289309.66,2024-02-06,Tu
313731.446,300366.4,2024-02-07,We
318511.931,306694.28,2024-02-08,Th
249770.77,277110.25,2024-02-09,Fr
210919.688,214747.25,2024-02-10,Sa
232651.324,234452.06,2024-02-11,Su
260781.673,281280.4,2024-02-12,Mo
283555.605,288612.3,2024-02-13,Tu
279676.645,277957.4,2024-02-14,We
257527.092,268384.88,2024-02-15,Th
236255.27,239132.62,2024-02-16,Fr
220343.186,225159.94,2024-02-17,Sa
