y_test,y_pred,date,day_of_week_char
290576.636,305600.22,2023-11-25,Sa
313250.073,332147.53,2023-11-26,Su
338293.901,353266.97,2023-11-27,Mo
377420.877,378103.28,2023-11-28,Tu
395673.261,410367.28,2023-11-29,We
392004.19,409161.12,2023-11-30,Th
379180.487,394572.3,2023-12-01,Fr
366708.24,375981.62,2023-12-02,Sa
370272.783,404602.66,2023-12-03,Su
433817.482,443683.16,2023-12-04,Mo
419237.392,443453.75,2023-12-05,Tu
405861.207,420846.84,2023-12-06,We
396702.119,424793.56,2023-12-07,Th
365010.837,397633.47,2023-12-08,Fr
326781.975,350012.28,2023-12-09,Sa
318931.461,319561.12,2023-12-10,Su
323981.903,332437.44,2023-12-11,Mo
329533.191,327703.5,2023-12-12,Tu
323922.763,342896.0,2023-12-13,We
326937.781,336110.3,2023-12-14,Th
306619.553,341220.7,2023-12-15,Fr
274208.809,294415.12,2023-12-16,Sa
283194.081,285700.34,2023-12-17,Su
310072.445,311459.6,2023-12-18,Mo
302823.456,320407.4,2023-12-19,Tu
301953.574,316400.62,2023-12-20,We
287336.384,301371.22,2023-12-21,Th
288377.652,308085.6,2023-12-22,Fr
276478.893,289875.97,2023-12-23,Sa
237292.998,257955.78,2023-12-24,Su
213031.878,233056.38,2023-12-25,Mo
220299.037,233272.42,2023-12-26,Tu
244351.972,248331.98,2023-12-27,We
245754.337,236656.19,2023-12-28,Th
229965.275,233872.72,2023-12-29,Fr
225938.941,225858.25,2023-12-30,Sa
244595.789,244549.39,2023-12-31,Su
255349.674,268212.44,2024-01-01,Mo
296559.94,275280.5,2024-01-02,Tu
273834.61,281681.6,2024-01-03,We
299354.333,292680.97,2024-01-04,Th
311725.444,301671.5,2024-01-05,Fr
279093.091,307728.4,2024-01-06,Sa
357026.634,351605.8,2024-01-07,Su
475666.565,442962.44,2024-01-08,Mo
500724.043,515892.62,2024-01-09,Tu
491002.924,515223.44,2024-01-10,We
474758.022,490857.34,2024-01-11,Th
427178.007,473850.03,2024-01-12,Fr
364585.664,398185.8,2024-01-13,Sa
363723.657,386414.38,2024-01-14,Su
400515.29,423199.5,2024-01-15,Mo
425198.019,434203.16,2024-01-16,Tu
426455.543,429679.62,2024-01-17,We
409311.994,430752.97,2024-01-18,Th
413869.886,430307.78,2024-01-19,Fr
370963.623,391482.56,2024-01-20,Sa
382681.395,391777.94,2024-01-21,Su
406712.419,400737.7,2024-01-22,Mo
355083.632,393290.06,2024-01-23,Tu
316968.892,333411.12,2024-01-24,We
334392.472,332928.5,2024-01-25,Th
306113.136,320674.8,2024-01-26,Fr
292608.318,299238.12,2024-01-27,Sa
314237.608,313251.16,2024-01-28,Su
