y_test,y_pred,date,day_of_week_char
290576.636,309965.94,2023-11-25,Sa
313250.073,332346.06,2023-11-26,Su
338293.901,363195.16,2023-11-27,Mo
377420.877,383794.72,2023-11-28,Tu
395673.261,412290.6,2023-11-29,We
392004.19,404623.75,2023-11-30,Th
379180.487,398349.0,2023-12-01,Fr
366708.24,381313.16,2023-12-02,Sa
370272.783,409326.2,2023-12-03,Su
433817.482,453239.56,2023-12-04,Mo
419237.392,442958.72,2023-12-05,Tu
405861.207,417941.06,2023-12-06,We
396702.119,418635.47,2023-12-07,Th
365010.837,397947.8,2023-12-08,Fr
326781.975,342086.34,2023-12-09,Sa
318931.461,314698.72,2023-12-10,Su
323981.903,332907.9,2023-12-11,Mo
329533.191,323493.9,2023-12-12,Tu
323922.763,335203.75,2023-12-13,We
326937.781,336692.4,2023-12-14,Th
306619.553,343009.2,2023-12-15,Fr
274208.809,287919.62,2023-12-16,Sa
283194.081,289290.12,2023-12-17,Su
310072.445,323256.62,2023-12-18,Mo
302823.456,317549.38,2023-12-19,Tu
301953.574,317508.4,2023-12-20,We
287336.384,303839.8,2023-12-21,Th
288377.652,306505.03,2023-12-22,Fr
276478.893,279589.34,2023-12-23,Sa
237292.998,240358.12,2023-12-24,Su
213031.878,220454.58,2023-12-25,Mo
220299.037,223036.14,2023-12-26,Tu
244351.972,253889.44,2023-12-27,We
245754.337,247145.66,2023-12-28,Th
229965.275,228366.14,2023-12-29,Fr
225938.941,223529.11,2023-12-30,Sa
244595.789,249770.33,2023-12-31,Su
255349.674,269457.9,2024-01-01,Mo
296559.94,278893.28,2024-01-02,Tu
273834.61,277178.97,2024-01-03,We
299354.333,288899.78,2024-01-04,Th
311725.444,303100.97,2024-01-05,Fr
279093.091,305139.94,2024-01-06,Sa
357026.634,356177.44,2024-01-07,Su
475666.565,452805.75,2024-01-08,Mo
500724.043,517101.97,2024-01-09,Tu
491002.924,510225.5,2024-01-10,We
474758.022,487201.62,2024-01-11,Th
427178.007,467875.4,2024-01-12,Fr
364585.664,390982.53,2024-01-13,Sa
363723.657,387060.8,2024-01-14,Su
400515.29,422328.5,2024-01-15,Mo
425198.019,428004.25,2024-01-16,Tu
426455.543,425832.3,2024-01-17,We
409311.994,432841.53,2024-01-18,Th
413869.886,434786.47,2024-01-19,Fr
370963.623,389591.47,2024-01-20,Sa
382681.395,395895.7,2024-01-21,Su
406712.419,398497.2,2024-01-22,Mo
355083.632,391001.88,2024-01-23,Tu
316968.892,332973.22,2024-01-24,We
334392.472,337624.16,2024-01-25,Th
306113.136,324052.94,2024-01-26,Fr
292608.318,303877.34,2024-01-27,Sa
314237.608,318724.16,2024-01-28,Su
375693.801,361352.16,2024-01-29,Mo
374908.697,383954.97,2024-01-30,Tu
373180.647,372036.88,2024-01-31,We
355267.213,367139.47,2024-02-01,Th
308676.266,334926.25,2024-02-02,Fr
255210.764,259055.39,2024-02-03,Sa
253599.105,260514.98,2024-02-04,Su
267112.145,285248.12,2024-02-05,Mo
276911.095,287300.84,2024-02-06,Tu
313731.446,295747.0,2024-02-07,We
318511.931,306473.4,2024-02-08,Th
249770.77,278539.75,2024-02-09,Fr
210919.688,217057.08,2024-02-10,Sa
232651.324,239520.42,2024-02-11,Su
260781.673,285266.7,2024-02-12,Mo
283555.605,283495.12,2024-02-13,Tu
279676.645,278024.38,2024-02-14,We
257527.092,271797.03,2024-02-15,Th
236255.27,243536.16,2024-02-16,Fr
220343.186,225961.27,2024-02-17,Sa
229464.014,234626.42,2024-02-18,Su
265470.303,281507.06,2024-02-19,Mo
265866.359,276829.62,2024-02-20,Tu
263094.466,272487.62,2024-02-21,We
261250.23,269022.34,2024-02-22,Th
258624.102,265163.03,2024-02-23,Fr
231394.538,238769.9,2024-02-24,Sa
250480.727,253697.89,2024-02-25,Su
273896.773,298929.03,2024-02-26,Mo
273665.707,272236.16,2024-02-27,Tu
276552.811,290997.97,2024-02-28,We
266621.02,272130.03,2024-02-29,Th
255892.825,247299.8,2024-03-01,Fr
206156.757,231469.28,2024-03-02,Sa
213381.668,226739.97,2024-03-03,Su
227799.58,254609.44,2024-03-04,Mo
261200.001,272242.38,2024-03-05,Tu
270183.556,269891.06,2024-03-06,We
300231.891,311060.34,2024-03-07,Th
276131.962,292818.7,2024-03-08,Fr
236713.702,240972.8,2024-03-09,Sa
222447.451,227179.83,2024-03-10,Su
228086.577,258850.06,2024-03-11,Mo
263202.151,262696.84,2024-03-12,Tu
258514.206,246058.4,2024-03-13,We
243609.571,256366.12,2024-03-14,Th
198723.383,212313.56,2024-03-15,Fr
185147.491,193680.12,2024-03-16,Sa
217506.219,226432.12,2024-03-17,Su
293378.765,280228.12,2024-03-18,Mo
288283.334,311796.66,2024-03-19,Tu
267849.385,277228.97,2024-03-20,We
228557.891,249557.67,2024-03-21,Th
211967.929,211165.42,2024-03-22,Fr
191975.085,206354.56,2024-03-23,Sa
227040.032,234538.39,2024-03-24,Su
278478.032,279907.03,2024-03-25,Mo
232768.751,240924.14,2024-03-26,Tu
213601.159,214069.22,2024-03-27,We
203537.495,237038.58,2024-03-28,Th
160085.53,166731.08,2024-03-29,Fr
127506.085,122209.67,2024-03-30,Sa
122344.968,125534.52,2024-03-31,Su
142687.252,141191.7,2024-04-01,Mo
187597.198,166185.22,2024-04-02,Tu
195313.963,185578.23,2024-04-03,We
175038.406,187662.56,2024-04-04,Th
145212.257,155317.83,2024-04-05,Fr
107138.776,108328.85,2024-04-06,Sa
110431.913,99496.98,2024-04-07,Su
131672.831,136330.8,2024-04-08,Mo
117185.662,133088.39,2024-04-09,Tu
158517.396,152653.61,2024-04-10,We
153348.407,148149.45,2024-04-11,Th
133688.874,139293.3,2024-04-12,Fr
98784.2,99930.805,2024-04-13,Sa
112129.441,106896.21,2024-04-14,Su
150107.542,154861.9,2024-04-15,Mo
189826.205,192928.11,2024-04-16,Tu
214472.916,227396.84,2024-04-17,We
224500.123,236088.11,2024-04-18,Th
213941.04,237345.78,2024-04-19,Fr
204001.372,229702.58,2024-04-20,Sa
223211.407,230636.97,2024-04-21,Su
275791.64,281815.7,2024-04-22,Mo
265744.265,277178.1,2024-04-23,Tu
264176.26,284176.88,2024-04-24,We
250342.148,272223.22,2024-04-25,Th
202236.756,218632.08,2024-04-26,Fr
133918.293,159302.78,2024-04-27,Sa
124356.255,121150.01,2024-04-28,Su
139134.675,140085.58,2024-04-29,Mo
119816.814,140400.27,2024-04-30,Tu
102063.332,117612.34,2024-05-01,We
110804.644,114581.35,2024-05-02,Th
113309.657,112496.98,2024-05-03,Fr
93828.262,91520.52,2024-05-04,Sa
99076.675,99698.484,2024-05-05,Su
124237.642,132663.89,2024-05-06,Mo
146852.905,144443.14,2024-05-07,Tu
138242.389,150282.2,2024-05-08,We
131993.284,143811.75,2024-05-09,Th
121966.047,122773.44,2024-05-10,Fr
93746.348,96068.6,2024-05-11,Sa
98565.05,101371.305,2024-05-12,Su
113825.729,131242.77,2024-05-13,Mo
112015.691,119861.97,2024-05-14,Tu
111800.78,121498.95,2024-05-15,We
113071.323,123112.69,2024-05-16,Th
117340.263,114853.64,2024-05-17,Fr
109125.025,91480.02,2024-05-18,Sa
108801.553,107639.65,2024-05-19,Su
123645.728,135256.48,2024-05-20,Mo
117280.355,129749.195,2024-05-21,Tu
123469.265,127644.95,2024-05-22,We
126777.246,120720.945,2024-05-23,Th
119594.556,119170.375,2024-05-24,Fr
99431.846,91849.336,2024-05-25,Sa
92708.87,99236.86,2024-05-26,Su
118396.351,128309.586,2024-05-27,Mo
125404.803,131836.7,2024-05-28,Tu
120239.469,126517.46,2024-05-29,We
119139.934,123621.195,2024-05-30,Th
115611.1,114172.19,2024-05-31,Fr
86847.16,94234.97,2024-06-01,Sa
98704.742,92215.67,2024-06-02,Su
139540.944,134551.47,2024-06-03,Mo
132560.089,148780.16,2024-06-04,Tu
116855.669,125250.14,2024-06-05,We
113428.917,121678.56,2024-06-06,Th
112925.131,111645.91,2024-06-07,Fr
93450.719,85189.195,2024-06-08,Sa
93256.278,96924.59,2024-06-09,Su
118488.124,132200.39,2024-06-10,Mo
111748.63,129757.09,2024-06-11,Tu
126753.882,127992.7,2024-06-12,We
136650.496,128280.42,2024-06-13,Th
109008.315,124522.805,2024-06-14,Fr
81724.528,87596.84,2024-06-15,Sa
88978.141,91083.586,2024-06-16,Su
114266.034,124676.95,2024-06-17,Mo
110437.104,121615.6,2024-06-18,Tu
112937.847,122372.78,2024-06-19,We
131630.597,118905.59,2024-06-20,Th
92019.857,116583.26,2024-06-21,Fr
77848.093,82145.44,2024-06-22,Sa
84753.014,85248.37,2024-06-23,Su
115879.694,108542.96,2024-06-24,Mo
112034.917,120664.086,2024-06-25,Tu
119143.805,120500.04,2024-06-26,We
113745.177,122568.59,2024-06-27,Th
101510.761,111071.84,2024-06-28,Fr
75132.984,81308.67,2024-06-29,Sa
81288.134,85413.086,2024-06-30,Su
97766.326,107060.695,2024-07-01,Mo
101328.35,111411.24,2024-07-02,Tu
102237.468,112344.69,2024-07-03,We
95866.106,109468.92,2024-07-04,Th
79615.235,87301.17,2024-07-05,Fr
71512.45,66835.945,2024-07-06,Sa
80608.186,82558.05,2024-07-07,Su
96269.644,105860.15,2024-07-08,Mo
97697.745,110025.81,2024-07-09,Tu
95586.513,109439.984,2024-07-10,We
95575.734,109646.305,2024-07-11,Th
88757.619,99195.86,2024-07-12,Fr
76369.035,75180.11,2024-07-13,Sa
82000.695,80231.44,2024-07-14,Su
109643.467,115255.734,2024-07-15,Mo
124170.884,118429.74,2024-07-16,Tu
117488.098,124426.92,2024-07-17,We
96311.666,119643.09,2024-07-18,Th
88583.072,101972.13,2024-07-19,Fr
74126.308,74050.445,2024-07-20,Sa
78516.27,79450.87,2024-07-21,Su
106489.888,109041.27,2024-07-22,Mo
113906.0,109130.51,2024-07-23,Tu
109191.423,120642.016,2024-07-24,We
94105.507,118265.95,2024-07-25,Th
95837.649,97683.31,2024-07-26,Fr
79306.664,74624.016,2024-07-27,Sa
77672.249,83309.8,2024-07-28,Su
104969.026,107565.85,2024-07-29,Mo
110170.705,106103.3,2024-07-30,Tu
99540.566,111651.84,2024-07-31,We
100790.554,108891.06,2024-08-01,Th
95520.565,100176.79,2024-08-02,Fr
77918.452,72665.305,2024-08-03,Sa
78304.059,81308.05,2024-08-04,Su
105813.391,109015.42,2024-08-05,Mo
112236.633,107553.49,2024-08-06,Tu
102524.38,113397.0,2024-08-07,We
106855.352,111168.08,2024-08-08,Th
87765.472,99995.14,2024-08-09,Fr
74627.042,72978.54,2024-08-10,Sa
80984.988,80799.16,2024-08-11,Su
107568.69,109853.586,2024-08-12,Mo
121564.035,110930.59,2024-08-13,Tu
109074.147,123168.64,2024-08-14,We
102495.016,118270.65,2024-08-15,Th
96396.254,102733.8,2024-08-16,Fr
77593.401,78702.23,2024-08-17,Sa
76226.527,85052.125,2024-08-18,Su
107194.368,107657.55,2024-08-19,Mo
105880.993,109435.33,2024-08-20,Tu
100561.351,113884.26,2024-08-21,We
95764.556,113566.39,2024-08-22,Th
90261.581,100240.78,2024-08-23,Fr
72680.273,77598.22,2024-08-24,Sa
86686.223,86239.28,2024-08-25,Su
123193.667,115598.73,2024-08-26,Mo
118007.556,122092.0,2024-08-27,Tu
115874.334,123546.96,2024-08-28,We
127384.813,118126.92,2024-08-29,Th
107292.573,116246.766,2024-08-30,Fr
86689.957,86082.055,2024-08-31,Sa
85494.766,91883.766,2024-09-01,Su
117422.765,120473.8,2024-09-02,Mo
125749.499,119863.48,2024-09-03,Tu
120643.793,127604.945,2024-09-04,We
100635.943,120755.16,2024-09-05,Th
105889.875,106146.1,2024-09-06,Fr
87622.445,81955.695,2024-09-07,Sa
91291.576,93414.8,2024-09-08,Su
127876.935,142918.5,2024-09-09,Mo
108179.99,128467.34,2024-09-10,Tu
107425.449,127278.734,2024-09-11,We
127116.066,136224.27,2024-09-12,Th
127498.018,129771.91,2024-09-13,Fr
117662.835,112533.04,2024-09-14,Sa
129232.106,127060.79,2024-09-15,Su
164316.251,159705.3,2024-09-16,Mo
142838.976,161875.45,2024-09-17,Tu
127658.071,145110.16,2024-09-18,We
135875.566,135156.64,2024-09-19,Th
120128.282,129896.66,2024-09-20,Fr
101550.969,97059.97,2024-09-21,Sa
113383.346,106837.87,2024-09-22,Su
139459.798,139232.19,2024-09-23,Mo
133318.063,149987.98,2024-09-24,Tu
125767.735,135927.11,2024-09-25,We
127402.512,130802.336,2024-09-26,Th
134220.993,118775.51,2024-09-27,Fr
