y_test,y_pred,date,day_of_week_char
290576.636,311404.8,2023-11-25,Sa
313250.073,331597.62,2023-11-26,Su
338293.901,360237.25,2023-11-27,Mo
377420.877,380345.6,2023-11-28,Tu
395673.261,409132.2,2023-11-29,We
392004.19,408445.34,2023-11-30,Th
379180.487,396986.47,2023-12-01,Fr
366708.24,378217.72,2023-12-02,Sa
370272.783,403636.34,2023-12-03,Su
433817.482,442923.53,2023-12-04,Mo
419237.392,442182.22,2023-12-05,Tu
405861.207,423083.88,2023-12-06,We
396702.119,425660.4,2023-12-07,Th
365010.837,398440.94,2023-12-08,Fr
326781.975,349968.3,2023-12-09,Sa
318931.461,317348.03,2023-12-10,Su
323981.903,328191.47,2023-12-11,Mo
329533.191,327008.47,2023-12-12,Tu
323922.763,343177.16,2023-12-13,We
326937.781,334810.88,2023-12-14,Th
306619.553,342478.16,2023-12-15,Fr
274208.809,292524.22,2023-12-16,Sa
283194.081,287251.6,2023-12-17,Su
310072.445,317233.28,2023-12-18,Mo
302823.456,319850.03,2023-12-19,Tu
301953.574,317725.94,2023-12-20,We
287336.384,304032.03,2023-12-21,Th
288377.652,305355.84,2023-12-22,Fr
276478.893,287298.28,2023-12-23,Sa
237292.998,249135.67,2023-12-24,Su
213031.878,218778.92,2023-12-25,Mo
220299.037,234007.1,2023-12-26,Tu
244351.972,250609.5,2023-12-27,We
245754.337,241096.98,2023-12-28,Th
229965.275,231509.03,2023-12-29,Fr
225938.941,226574.47,2023-12-30,Sa
244595.789,248009.95,2023-12-31,Su
255349.674,275366.94,2024-01-01,Mo
296559.94,278949.7,2024-01-02,Tu
273834.61,279931.62,2024-01-03,We
299354.333,291123.62,2024-01-04,Th
311725.444,301482.28,2024-01-05,Fr
279093.091,306812.03,2024-01-06,Sa
357026.634,344921.34,2024-01-07,Su
475666.565,453699.16,2024-01-08,Mo
500724.043,521219.6,2024-01-09,Tu
491002.924,516336.8,2024-01-10,We
474758.022,491218.53,2024-01-11,Th
427178.007,467098.53,2024-01-12,Fr
364585.664,394460.38,2024-01-13,Sa
363723.657,387359.44,2024-01-14,Su
400515.29,422724.8,2024-01-15,Mo
425198.019,430846.44,2024-01-16,Tu
426455.543,428880.25,2024-01-17,We
409311.994,433431.56,2024-01-18,Th
413869.886,435537.4,2024-01-19,Fr
370963.623,393427.22,2024-01-20,Sa
382681.395,393659.06,2024-01-21,Su
406712.419,399374.75,2024-01-22,Mo
355083.632,389261.94,2024-01-23,Tu
316968.892,330298.97,2024-01-24,We
334392.472,335011.44,2024-01-25,Th
306113.136,323361.47,2024-01-26,Fr
292608.318,301773.66,2024-01-27,Sa
314237.608,316127.66,2024-01-28,Su
375693.801,361393.62,2024-01-29,Mo
374908.697,380354.0,2024-01-30,Tu
373180.647,366536.97,2024-01-31,We
355267.213,364968.94,2024-02-01,Th
308676.266,337204.5,2024-02-02,Fr
255210.764,264585.78,2024-02-03,Sa
253599.105,259816.38,2024-02-04,Su
267112.145,287768.94,2024-02-05,Mo
276911.095,289116.12,2024-02-06,Tu
313731.446,304137.78,2024-02-07,We
318511.931,305502.53,2024-02-08,Th
249770.77,279287.34,2024-02-09,Fr
210919.688,214230.14,2024-02-10,Sa
232651.324,239597.64,2024-02-11,Su
260781.673,281758.47,2024-02-12,Mo
283555.605,289865.84,2024-02-13,Tu
279676.645,278918.47,2024-02-14,We
257527.092,271438.4,2024-02-15,Th
236255.27,239243.3,2024-02-16,Fr
220343.186,227255.3,2024-02-17,Sa
229464.014,234689.4,2024-02-18,Su
265470.303,280832.75,2024-02-19,Mo
265866.359,278846.16,2024-02-20,Tu
263094.466,272013.38,2024-02-21,We
261250.23,265709.16,2024-02-22,Th
258624.102,261241.48,2024-02-23,Fr
231394.538,243124.56,2024-02-24,Sa
250480.727,251126.42,2024-02-25,Su
273896.773,296563.0,2024-02-26,Mo
273665.707,269891.38,2024-02-27,Tu
276552.811,290252.6,2024-02-28,We
266621.02,271929.78,2024-02-29,Th
255892.825,243916.2,2024-03-01,Fr
206156.757,229658.77,2024-03-02,Sa
213381.668,224816.0,2024-03-03,Su
227799.58,247480.45,2024-03-04,Mo
261200.001,264972.4,2024-03-05,Tu
270183.556,279216.03,2024-03-06,We
300231.891,306463.8,2024-03-07,Th
276131.962,289703.2,2024-03-08,Fr
236713.702,246833.19,2024-03-09,Sa
222447.451,225987.2,2024-03-10,Su
228086.577,248713.75,2024-03-11,Mo
263202.151,260876.88,2024-03-12,Tu
258514.206,253507.72,2024-03-13,We
243609.571,256330.19,2024-03-14,Th
198723.383,215908.83,2024-03-15,Fr
185147.491,198655.84,2024-03-16,Sa
217506.219,227465.03,2024-03-17,Su
293378.765,270866.06,2024-03-18,Mo
288283.334,317955.78,2024-03-19,Tu
267849.385,280857.53,2024-03-20,We
228557.891,246828.89,2024-03-21,Th
211967.929,216379.44,2024-03-22,Fr
