date,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,cloud_cover,visibility,wind_speed_10m,wind_gusts_10m,direct_radiation
2010-07-02,1719.7222,5002.329,1144.1971,1808.5747,2240.5833,,387.2787,1035.2699,15538.833
2010-07-03,1678.0887,4569.688,997.1262,1690.9208,686.4167,,607.2541,1446.57,18759.959
2010-07-04,1671.8221,4561.5864,974.93243,1688.415,3417.4167,,522.4239,1266.1349,17530.834
2010-07-05,1580.0054,5771.5234,1200.1888,1642.6665,4145.375,,612.10944,1537.935,10674.292
2010-07-06,1252.4991,6010.5117,945.09296,1163.7207,5285.4585,,1031.7268,2312.385,6171.125
2010-07-07,1224.6241,4946.5625,674.15125,1090.1678,2504.875,,795.116,1779.63,10537.0
2010-07-08,1441.4991,4776.2197,833.4221,1438.9938,1080.375,,385.80518,1036.2899,19634.291
2010-07-09,1658.7845,4635.967,998.11993,1704.2045,486.5,,409.88943,1078.6649,19460.416
2010-07-10,1800.5555,4522.429,1097.8304,1862.4058,158.16667,,521.5158,1231.845,19241.5
2010-07-11,1882.8763,4569.6147,1177.0513,1964.9852,29.916666,,574.41125,1365.8849,19233.709
2010-07-12,1953.4637,4532.3384,1229.4366,2056.7058,860.25,,558.92267,1258.7849,18668.291
2010-07-13,1808.4658,5282.907,1306.5242,1935.4464,2819.4583,,543.3398,1402.1549,14064.75
2010-07-14,1905.1451,4529.219,1200.8346,1994.3809,1294.2916,,501.58426,1251.4501,15250.417
2010-07-15,1840.2054,5308.4785,1344.3909,1980.3112,4760.125,,494.11288,1313.085,9959.542
2010-07-16,1988.3221,5050.966,1415.4847,2156.5496,1302.0416,,628.88354,1471.005,16996.166
2010-07-17,1791.6554,6006.355,1455.3741,1944.5592,6436.4165,,768.3261,1977.4049,8416.833
2010-07-18,1282.6346,6088.405,986.8096,1214.3723,6826.25,,982.2053,2238.8398,2151.4583
2010-07-19,1332.3617,5433.061,895.5888,1265.5831,4463.7085,,744.1084,1700.37,6160.3335
2010-07-20,1543.6888,5885.5903,1194.7887,1607.4688,3224.8333,,608.9405,1413.84,8188.9585
2010-07-21,1783.9908,5431.439,1315.5284,1910.9868,709.0417,,569.4888,1328.34,15693.167
2010-07-22,1889.2471,5273.8345,1369.2513,2054.1724,3507.5833,,499.0393,1298.6699,16099.667
2010-07-23,1543.0181,6666.818,1355.0242,1644.1888,6747.5835,,772.7095,2030.82,5028.3335
2010-07-24,1199.818,6070.91,908.3199,1053.538,7378.375,,1335.9634,2964.8098,1090.2916
2010-07-25,1101.2825,5581.524,713.2033,953.04877,7519.0415,,927.75275,2076.8398,2014.25
2010-07-26,1182.5616,5870.1113,834.54083,1133.8037,4692.2915,,492.1692,1161.6449,6856.5835
2010-07-27,1323.068,5562.412,909.51373,1264.6211,5601.0835,,754.97906,1665.48,10828.0
2010-07-28,1342.547,5875.8477,1001.0991,1251.4382,5474.9165,,1146.4414,2613.135,8517.125
2010-07-29,1282.5992,6162.4106,996.3804,1268.3862,6137.6665,,633.2898,1663.86,7985.9585
2010-07-30,1202.9346,6379.8496,967.28033,1199.7501,5949.4165,,464.45877,1140.1799,5291.0415
2010-07-31,1336.3534,5863.3125,982.1158,1344.0984,2802.0833,,447.72693,1095.66,10154.167
2010-08-01,1543.172,5196.776,1025.9513,1580.7269,1744.625,,423.06372,1049.625,14420.458
2010-08-02,1588.4867,5969.484,1254.1407,1695.5204,6262.2915,,479.76437,1265.6849,9528.917
2010-08-03,1304.7804,6619.0,1115.2283,1316.1693,6153.0835,,724.94257,1857.105,4097.7915
2010-08-04,1275.6366,5734.6763,901.4158,1251.765,4766.3335,,478.8497,1165.8899,9983.875
2010-08-05,1400.5449,5673.178,1006.57,1392.666,5746.75,,595.174,1360.725,7847.5
2010-08-06,1328.2263,7155.178,1236.8888,1400.895,7619.2915,,616.5562,1452.93,471.16666
2010-08-07,1252.8387,7050.9976,1143.2491,1248.0023,7152.625,,897.7293,1993.2899,1328.0
2010-08-08,1379.993,5901.463,1036.0554,1380.2369,4771.3335,,613.7863,1454.0249,9648.417
2010-08-09,1330.995,6145.23,1043.8721,1342.9204,3196.875,,559.4389,1396.455,9609.833
2010-08-10,1432.92,5566.801,1016.9992,1468.0332,2689.125,,341.07303,901.0201,11579.208
2010-08-11,1530.543,5751.527,1147.743,1601.3784,3642.2083,,443.64062,1112.2799,11700.208
2010-08-12,1543.3804,6191.2534,1253.7262,1619.1666,4913.625,,685.76105,1663.9951,9665.75
2010-08-13,1505.1637,6495.2427,1280.8658,1616.1527,6767.5415,,497.6146,1311.66,7096.375
2010-08-14,1494.6221,6307.3726,1237.3429,1543.5908,6075.75,,787.825,1768.455,5399.5
2010-08-15,1617.5596,6194.4165,1335.2222,1667.917,4879.375,,1092.4196,2534.8801,8176.0
2010-08-16,1302.393,5965.3228,982.0908,1267.2377,4539.1665,,757.7905,1788.6001,9211.25
2010-08-17,1135.5242,6387.694,910.4908,976.95355,7003.625,,1391.284,2995.86,1656.2916
2010-08-18,1243.8534,5866.73,908.82623,1127.506,5511.125,,1096.7003,2351.625,3811.75
2010-08-19,1209.4824,5776.944,852.10126,1123.0621,2863.625,,783.8169,1874.79,8756.375
2010-08-20,1343.27,5316.943,870.6075,1326.3004,678.7083,,412.2455,1022.58,12940.542
2010-08-21,1538.57,5619.3013,1128.6012,1607.9425,324.75,,464.13257,1102.005,15312.208
2010-08-22,1677.7533,5695.932,1281.62,1776.3036,2215.9167,,647.1546,1526.355,14153.083
2010-08-23,1682.9283,5773.155,1311.3118,1744.6466,5110.1665,,960.238,2159.64,10538.75
2010-08-24,1441.9637,6077.0093,1147.0428,1417.7363,5946.25,,1068.506,2420.8499,5162.9165
2010-08-25,1207.418,5117.4683,703.5179,1051.063,4581.2915,,968.0801,2093.5798,7609.5
2010-08-26,1493.3514,5795.8853,1129.3658,1477.359,5950.25,,966.2194,2146.17,6205.875
2010-08-27,1420.8221,6442.373,1198.7241,1368.0756,7052.125,,1382.6041,2985.285,1450.7084
2010-08-28,1007.5888,6029.442,712.7596,829.68384,4554.8335,,1144.6669,2463.15,4018.0833
2010-08-29,973.2283,5636.8774,598.45953,782.05585,5538.4585,,1019.3301,2333.9849,9049.5
2010-08-30,834.8137,6291.6265,594.8992,641.72253,6950.3335,,1021.2446,2188.425,3660.1667
2010-08-31,848.2866,6644.6353,673.9325,580.2226,6662.6665,,1676.2814,3616.6047,1772.0
2010-09-01,920.9825,6090.3374,637.83875,690.2366,4952.9165,,1353.407,2886.2703,5953.0415
2010-09-02,971.2512,6425.303,748.895,846.08545,6150.6665,,831.76764,1833.2699,5317.5835
2010-09-03,965.6429,5773.028,612.00336,865.3311,5866.375,,418.13974,1047.4199,6831.3335
2010-09-04,864.6096,6172.6772,590.5595,743.0803,4002.2083,,529.0886,1227.255,5781.875
2010-09-05,789.3638,6104.071,501.31168,622.57104,3231.25,,690.8286,1530.8398,7310.2085
2010-09-06,775.0242,5740.578,410.29916,597.12103,2142.3333,,634.8289,1442.37,9566.25
2010-09-07,910.545,5758.951,556.84503,702.99023,5705.6665,,1071.7432,2320.4402,7384.7085
